acc,cik,name,filing_date,words,chars,tail_share,marker,line,anchor
0001728949-19-000053,804328,QUALCOMM INC/DE,2019-07-31,5726,36234,0.5685543964232489,supplemental information,Supplemental Information and Reconciliations,
0001133421-23-000026,1133421,NORTHROP GRUMMAN CORP /DE/,2023-04-27,5255,35073,0.0,,,
0001555280-22-000172,1555280,Zoetis Inc.,2022-05-05,4777,29906,0.0,,,
0001090727-24-000041,1090727,UNITED PARCEL SERVICE INC,2024-07-23,3211,21016,0.0,,,
0000072903-20-000050,72903,XCEL ENERGY INC,2020-07-30,9627,60556,0.0,,,
0001193125-18-330899,60667,LOWES COMPANIES INC,2018-11-20,4095,26696,0.0,,,
0000895126-24-000053,895126,EXPAND ENERGY Corp,2024-04-30,3226,21197,0.0,,,
0001506307-23-000058,1506307,"KINDER MORGAN, INC.",2023-07-19,7569,47963,0.0,,,
0001543151-26-000027,1543151,"Uber Technologies, Inc",2026-08-05,5272,34696,0.0,,,
0001140361-21-025826,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,2021-07-28,7180,45749,0.0,,,
0000875320-24-000137,875320,VERTEX PHARMACEUTICALS INC / MA,2024-05-06,5355,35643,0.0,,,
0001126975-22-000149,1126975,"Magellan Midstream Partners, L.P.",2022-10-27,3975,26957,0.0,,,
0000092122-21-000008,92122,SOUTHERN CO,2021-02-18,797,5305,0.0,,,
0001104659-17-044902,831001,CITIGROUP INC,2017-07-14,5170,30597,0.0,,,
0001868275-24-000010,1868275,Constellation Energy Corp,2024-02-27,5677,38216,0.0,,,
0001585521-25-000087,1585521,"Zoom Communications, Inc.",2025-05-21,3606,24523,0.0,,,
0001193125-16-671237,6769,APACHE CORP,2016-08-04,5057,30631,0.24733113512454702,supplemental financial information,SUPPLEMENTAL FINANCIAL INFORMATION,
0001564590-21-002645,1318605,"Tesla, Inc.",2021-01-27,3523,19230,0.0,,,
0000712515-25-000063,712515,ELECTRONIC ARTS INC.,2025-10-28,3539,22617,0.0,,,
0000829224-21-000074,829224,STARBUCKS CORP,2021-07-27,6673,43927,0.2156304778382316,supplemental information,Supplemental Information,
0000018230-20-000147,18230,CATERPILLAR INC,2020-04-28,8513,52924,0.3331758748393923,supplemental data,Supplemental Data for Results of Operations,
0001047862-26-000028,1047862,CONSOLIDATED EDISON INC,2026-02-19,4297,26573,0.0,,,
0001628280-25-052771,1613103,Medtronic plc,2025-11-18,5810,35804,0.0,,,
0001666700-24-000002,1666700,"DuPont de Nemours, Inc.",2024-01-24,3476,23789,0.0,,,
0001193125-21-016937,1666700,"DuPont de Nemours, Inc.",2021-01-26,2325,15367,0.0,,,
0000731766-16-000065,731766,UNITEDHEALTH GROUP INC,2016-04-19,3746,25352,0.27690123067213634,supplemental financial information,Supplemental Financial Information - Businesses,
0001193125-18-310590,1103982,"Mondelez International, Inc.",2018-10-29,11994,70822,0.0,,,
0001551152-23-000019,1551152,AbbVie Inc.,2023-04-27,3536,22581,0.0,,,
0001039684-22-000010,1039684,ONEOK INC /NEW/,2022-02-28,5984,39966,0.0,,,
0000019617-24-000049,19617,JPMORGAN CHASE & CO,2024-01-12,4692,29153,0.0,,,
0000106040-24-000020,106040,WESTERN DIGITAL CORP,2024-04-25,4516,29153,0.39573971803930985,supplemental operating,SUPPLEMENTAL OPERATING SEGMENT RESULTS,
0001136893-17-000027,1136893,"Fidelity National Information Services, Inc.",2017-08-02,5071,32709,0.0,,,
0000047217-17-000026,47217,HP INC,2017-08-23,6614,42921,0.0,,,
0000764180-22-000042,764180,"ALTRIA GROUP, INC.",2022-04-28,7426,46867,0.0,,,
0001564590-22-034581,1045609,"Prologis, Inc.",2022-10-19,1777,11935,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001193125-22-276894,1512673,"Block, Inc.",2022-11-03,11830,76431,0.0,,,
0000713676-22-000005,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2022-01-18,10076,63021,0.0,,,
0000313616-24-000006,313616,DANAHER CORP /DE/,2024-01-30,6972,46142,0.0,,,
0001126975-16-000209,1126975,"Magellan Midstream Partners, L.P.",2016-02-04,4115,28383,0.0,,,
0001047862-20-000104,1047862,CONSOLIDATED EDISON INC,2020-05-07,1876,12258,0.0,,,
0001390777-22-000002,1390777,Bank of New York Mellon Corp,2022-01-18,6664,40702,0.0,,,
0001193125-16-455516,1389170,Targa Resources Corp.,2016-02-09,1094,7478,0.0,,,
0001065280-16-000076,1065280,NETFLIX INC,2016-10-17,4334,29060,0.0,,,
0000764180-17-000123,764180,"ALTRIA GROUP, INC.",2017-10-26,7776,47499,0.0,,,
0001628280-26-024581,797468,OCCIDENTAL PETROLEUM CORP /DE/,2026-04-10,1194,8770,0.0,,,
0001534701-17-000023,1534701,Phillips 66,2017-02-03,3669,23024,0.0,,,
0000764180-21-000064,764180,"ALTRIA GROUP, INC.",2021-04-29,8319,52694,0.0,,,
0001413329-24-000083,1413329,Philip Morris International Inc.,2024-04-23,6059,37322,0.0,,,
0000024741-19-000048,24741,CORNING INC /NY,2019-07-30,6121,38536,0.0,,,
0001193125-16-748655,1393818,Blackstone Inc.,2016-10-27,11713,78381,0.0,,,
0001564590-22-027908,1782754,AZEK Co Inc.,2022-08-04,6191,39798,0.0,,,
0001193125-23-046618,1512673,"Block, Inc.",2023-02-23,13909,89319,0.0,,,
0000097745-18-000036,97745,THERMO FISHER SCIENTIFIC INC.,2018-10-24,4878,31008,0.0,,,
0001437749-22-001269,100885,UNION PACIFIC CORP,2022-01-20,4609,28035,0.796896736222579,supplemental financial information,Supplemental financial information is attached.,
0001193125-17-306980,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2017-10-10,610,4337,0.0,,,
0000906107-16-000032,906107,VIVMARK RESIDENTIAL,2016-04-26,10838,68708,0.0,,,
0000858877-26-000075,858877,"CISCO SYSTEMS, INC.",2026-05-13,5530,34483,0.0,,,
0001163165-25-000006,1163165,CONOCOPHILLIPS,2025-02-06,4434,29832,0.0,,,
0001628280-21-014621,4447,HESS CORP,2021-07-28,7255,45542,0.0,,,
0001682852-23-000018,1682852,"Moderna, Inc.",2023-05-04,3898,26533,0.0,,,
0000033213-22-000011,33213,EQT Corp,2022-04-27,5520,35979,0.0,,,
0000092122-16-000140,92122,SOUTHERN CO,2016-04-27,790,5411,0.0,,,
0000002969-26-000018,2969,"Air Products & Chemicals, Inc.",2026-04-30,5466,37294,0.0,,,
0001035002-18-000035,1035002,VALERO ENERGY CORP/TX,2018-07-26,6485,40081,0.0,,,
0000766704-25-000006,766704,WELLTOWER INC.,2025-02-11,6265,43080,0.0,,,
0001555280-22-000274,1555280,Zoetis Inc.,2022-11-03,6659,40704,0.0,,,
0001104659-23-009552,310158,"Merck & Co., Inc.",2023-02-02,7448,46084,0.0,,,
0001193125-17-248214,1692819,Vistra Corp.,2017-08-04,2266,14591,0.0,,,
0001157523-19-002059,895421,MORGAN STANLEY,2019-10-17,3627,22070,0.0,,,
0001137774-25-000174,1137774,PRUDENTIAL FINANCIAL INC,2025-10-29,4465,30175,0.0,,,
0001193125-18-233170,1090012,DEVON ENERGY CORP/DE,2018-07-31,6175,37349,0.0,,,
0000753308-17-000106,753308,NEXTERA ENERGY INC,2017-07-26,9333,57590,0.0,,,
0001144204-17-040111,1571949,"Intercontinental Exchange, Inc.",2017-08-03,2041,13229,0.0,,,
0000101829-15-000040,101829,RTX Corp,2015-10-20,3829,24377,0.0,,,
0000064803-19-000036,64803,CVS HEALTH Corp,2019-08-07,9664,61313,0.39505488232511865,supplemental information,Supplemental Information,
0001065088-26-000174,1065088,EBAY INC,2026-08-05,6019,38920,0.0,,,
0000713676-19-000027,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2019-04-12,9423,54750,0.638703196347032,supplemental information,Supplemental Information,
0001535527-24-000024,1535527,"CrowdStrike Holdings, Inc.",2024-11-26,6273,43101,0.0,,,
0000915912-26-000002,915912,AVALONBAY COMMUNITIES INC,2026-02-05,8152,53262,0.0,,,AvalonBay (clean two-exhibit shape)
0000320187-18-000037,320187,"NIKE, Inc.",2018-03-27,8665,52376,0.0,,,
0000086312-19-000020,86312,"TRAVELERS COMPANIES, INC.",2019-04-18,8377,53551,0.0,,,
0000079879-16-000090,79879,PPG INDUSTRIES INC,2016-07-21,3826,24831,0.0,,,
0001090727-17-000005,1090727,UNITED PARCEL SERVICE INC,2017-01-31,5646,34190,0.0,,,
0000072971-17-000377,72971,WELLS FARGO & COMPANY/MN,2017-07-14,19973,122631,0.0,,,
0000936468-21-000069,936468,LOCKHEED MARTIN CORP,2021-07-26,6721,43479,0.0,,,
0001404912-24-000014,1404912,KKR & Co. Inc.,2024-07-31,14605,97886,0.7142390127290931,supplemental information,Supplemental Information,
0000723125-25-000024,723125,MICRON TECHNOLOGY INC,2025-09-23,2893,18036,0.0,,,
0000875045-16-000063,875045,BIOGEN INC.,2016-07-21,4790,30594,0.0,,,
0001137789-21-000041,1137789,Seagate Technology Holdings plc,2021-07-21,3499,22465,0.0,,,
0001193125-20-134892,1512673,"Block, Inc.",2020-05-06,9262,59937,0.0,,,
0001166691-23-000005,1166691,COMCAST CORP,2023-01-26,7499,49531,0.0,,,
0001193125-23-147021,858877,"CISCO SYSTEMS, INC.",2023-05-17,5403,32748,0.0,,,
0001104659-25-102615,823768,WASTE MANAGEMENT INC,2025-10-27,7035,43894,0.2694217888549688,supplemental data,Supplemental Data,
0000040533-17-000002,40533,GENERAL DYNAMICS CORP,2017-01-27,4747,29189,0.0,,,
0001558370-21-011969,315189,DEERE & CO,2021-08-20,7318,47982,0.0,,,
0000086521-17-000077,1032208,SEMPRA,2017-10-30,5744,36367,0.0,,,
0001126975-23-000038,1126975,"Magellan Midstream Partners, L.P.",2023-02-02,4420,29922,0.0,,,
0001136893-20-000266,1136893,"Fidelity National Information Services, Inc.",2020-10-29,5298,35079,0.0,,,
0001144204-16-113842,73309,NUCOR CORP,2016-07-21,2630,17097,0.0,,,
0000060667-15-000126,60667,LOWES COMPANIES INC,2015-08-19,2347,14729,0.0,,,
0001144204-16-117011,1578845,Allergan plc,2016-08-08,9863,60933,0.0,,,
0000104169-15-000051,104169,Walmart Inc.,2015-11-17,5019,31926,0.4466578963853912,supplemental financial information,Supplemental Financial Information,
0001628280-23-025102,718877,"Activision Blizzard, Inc.",2023-07-19,10213,64040,0.0,,,
0000079879-26-000025,79879,PPG INDUSTRIES INC,2026-01-27,5694,37663,0.0,,,
0000050863-18-000012,50863,INTEL CORP,2018-04-26,4476,30233,0.40121721297919494,supplemental operating,SUPPLEMENTAL OPERATING SEGMENT RESULTS,
0001104659-23-087043,1571949,"Intercontinental Exchange, Inc.",2023-08-03,3621,22399,0.0,,,
0000831259-24-000036,831259,FREEPORT-MCMORAN INC,2024-10-22,20409,126731,0.0,,,
0000895421-24-000484,895421,MORGAN STANLEY,2024-10-16,3626,22736,0.0,,,
0000002488-20-000048,2488,ADVANCED MICRO DEVICES INC,2020-04-28,4931,31346,0.0,,,
0001065088-22-000019,1065088,EBAY INC,2022-08-03,6429,40950,0.0,,,
0001193125-15-251334,4281,Howmet Aerospace Inc.,2015-07-13,12031,70576,0.0,,,
0000012927-22-000070,12927,BOEING CO,2022-10-26,4083,27795,0.0,,,
0001551152-22-000023,1551152,AbbVie Inc.,2022-07-06,150,912,0.0,,,
0000072903-16-000133,72903,XCEL ENERGY INC,2016-05-09,5923,36958,0.0,,,
0000106040-21-000032,106040,WESTERN DIGITAL CORP,2021-08-04,4164,26877,0.0,,,
0001104659-24-002037,872589,"REGENERON PHARMACEUTICALS, INC.",2024-01-08,7186,44894,0.0,,,
0000064803-25-000036,64803,CVS HEALTH Corp,2025-10-29,9471,61150,0.37008994276369583,supplemental information,Supplemental Information,
0001564590-20-031568,1318605,"Tesla, Inc.",2020-07-02,175,1081,0.0,,,
0001193125-19-109852,87347,SLB LIMITED/NV,2019-04-18,6999,45736,0.24711387091131712,supplemental information,Supplemental Information,
0001166691-25-000052,1166691,COMCAST CORP,2025-10-30,6113,41261,0.0,,,
0001104659-25-043005,4281,Howmet Aerospace Inc.,2025-05-01,6159,37729,0.0,,,
0001104659-15-072042,18230,CATERPILLAR INC,2015-10-22,12731,79429,0.20615895957395913,supplemental data,Supplemental Data for Results of Operations,
0001038357-21-000029,1038357,PIONEER NATURAL RESOURCES CO,2021-05-04,5538,36772,0.0,,,
0001038357-20-000028,1038357,PIONEER NATURAL RESOURCES CO,2020-05-06,4875,32661,0.0,,,
0001058290-17-000027,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2017-08-03,4031,25704,0.0,,,
0000732717-16-000190,732717,AT&T INC.,2016-07-21,2452,16426,0.0,,,
0001193125-17-325955,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,2017-10-31,5480,33442,0.0,,,
0001326801-21-000047,1326801,"Meta Platforms, Inc.",2021-07-28,2700,17570,0.0,,,
0001123360-18-000040,1123360,GLOBAL PAYMENTS INC,2018-10-30,6275,40412,0.0,,,
0001053507-25-000147,1053507,AMERICAN TOWER CORP /MA/,2025-10-28,9613,64301,0.0,,,
0000906107-15-000019,906107,VIVMARK RESIDENTIAL,2015-10-26,10538,65440,0.0,,,
0000320187-17-000202,320187,"NIKE, Inc.",2017-12-21,2196,12649,0.0,,,
0001413329-17-000004,1413329,Philip Morris International Inc.,2017-02-02,16418,98587,0.0,,,
0001109357-22-000089,1109357,EXELON CORP,2022-08-03,10577,64018,0.0,,,
0000063908-23-000005,63908,MCDONALDS CORP,2023-01-31,2604,17424,0.0,,,
0001038357-17-000039,1038357,PIONEER NATURAL RESOURCES CO,2017-05-03,7128,45408,0.11883368569415081,supplemental information,SUPPLEMENTAL INFORMATION,
0001136893-15-000034,1136893,"Fidelity National Information Services, Inc.",2015-07-23,6112,38709,0.22219638843679765,supplemental information,Supplemental information:,
0000903423-18-000580,1099590,MERCADOLIBRE INC,2018-11-02,2204,13493,0.0,,,
0001156039-24-000119,1156039,"Elevance Health, Inc.",2024-10-17,4681,30118,0.6851052526728202,supplemental financial information,Supplemental Financial Information - Reportable Segments,
0000927628-18-000306,927628,CAPITAL ONE FINANCIAL CORP,2018-10-23,1218,7594,0.0,,,
0001110803-20-000009,1110803,"ILLUMINA, INC.",2020-01-16,7292,42811,0.0,,,
0001140361-19-019110,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,2019-10-28,6542,41484,0.0,,,
0001108524-22-000038,1108524,"Salesforce, Inc.",2022-08-24,5874,37715,0.0,,,
0001157523-20-001051,1551182,Eaton Corp plc,2020-07-29,3069,19385,0.0,,,
0001104659-26-090045,310158,"Merck & Co., Inc.",2026-08-04,6656,41913,0.0,,,
0001390777-24-000003,1390777,Bank of New York Mellon Corp,2024-01-12,7312,44031,0.0,,,
0001558370-20-000200,51143,INTERNATIONAL BUSINESS MACHINES CORP,2020-01-21,4365,27537,0.0,,,
0000104169-19-000011,104169,Walmart Inc.,2019-02-19,6308,39901,0.3636750958622591,supplemental financial information,Supplemental Financial Information,
0000060667-16-000404,60667,LOWES COMPANIES INC,2016-11-16,3508,22455,0.0,,,
0001193125-19-010259,36104,US BANCORP \DE\,2019-01-16,11244,71024,0.0,,,
0001091667-19-000083,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",2019-04-30,6469,41648,0.0,,,
0000831259-25-000014,831259,FREEPORT-MCMORAN INC,2025-04-24,15370,97855,0.0,,,
0001099800-18-000022,1099800,Edwards Lifesciences Corp,2018-07-26,4703,29417,0.0,,,
0001137774-22-000106,1137774,PRUDENTIAL FINANCIAL INC,2022-11-01,4516,30275,0.0,,,
0000107263-22-000004,107263,"WILLIAMS COMPANIES, INC.",2022-02-22,9139,54382,0.0,,,
0001193125-18-231494,1034054,SBA COMMUNICATIONS CORP,2018-07-30,6478,41692,0.0,,,
0000003570-25-000053,3570,"Cheniere Energy, Inc.",2025-05-08,4172,27963,0.0,,,
0000906107-17-000005,906107,VIVMARK RESIDENTIAL,2017-01-31,12374,77765,0.0,,,
0000033213-23-000014,33213,EQT Corp,2023-04-26,5942,39348,0.0,,,
0001868275-25-000089,1868275,Constellation Energy Corp,2025-11-07,4148,27964,0.0,,,
0001060391-19-000029,1060391,"REPUBLIC SERVICES, INC.",2019-07-25,5515,34423,0.0,,,
0001393612-21-000020,1393612,Discover Financial Services,2021-04-21,1733,11711,0.0,,,
0000080661-16-000113,80661,PROGRESSIVE CORP/OH/,2016-07-14,3088,20286,0.6513851917578626,supplemental information,SUPPLEMENTAL INFORMATION,
0000715957-16-000040,715957,"DOMINION ENERGY, INC",2016-05-04,2290,15477,0.0,,,
0000104169-20-000037,104169,Walmart Inc.,2020-08-18,4998,31672,0.4457565041677191,supplemental financial information,Supplemental Financial Information,
0001104659-23-050654,310158,"Merck & Co., Inc.",2023-04-27,5994,38416,0.0,,,
0000318154-20-000027,318154,AMGEN INC,2020-04-30,5611,35305,0.0,,,
0000092230-16-000147,92230,TRUIST FINANCIAL CORP,2016-04-21,7908,51256,0.0,,,
0001558370-20-011881,1318220,"Waste Connections, Inc.",2020-10-28,4198,28578,0.0,,,
0001156375-23-000174,1156375,CME GROUP INC.,2023-10-25,2513,16600,0.0,,,
0000060667-25-000203,60667,LOWES COMPANIES INC,2025-11-19,2511,16551,0.0,,,
0001156039-26-000058,1156039,"Elevance Health, Inc.",2026-07-15,4875,31319,0.0,,,
0001535527-21-000017,1535527,"CrowdStrike Holdings, Inc.",2021-08-31,5634,37856,0.0,,,
0000064803-18-000023,64803,CVS HEALTH Corp,2018-08-08,7763,50270,0.30196936542669583,supplemental information,Supplemental Information,
0001104659-24-006305,72741,EVERSOURCE ENERGY,2024-01-24,1296,8862,0.0,,,
0001628280-24-044328,1101239,EQUINIX INC,2024-10-30,7978,49932,0.0,,,
0000354950-22-000125,354950,"HOME DEPOT, INC.",2022-05-17,1605,10536,0.0,,,
0001393612-23-000047,1393612,Discover Financial Services,2023-10-18,1723,11703,0.0,,,
0000047217-18-000038,47217,HP INC,2018-08-23,6792,43710,0.0,,,
0001558370-24-001242,1297996,"DIGITAL REALTY TRUST, INC.",2024-02-15,18465,120651,0.0,,,
0001558370-24-006197,31462,ECOLAB INC.,2024-04-30,5580,37050,0.0,,,
0001297996-18-000138,1297996,"DIGITAL REALTY TRUST, INC.",2018-10-25,20097,128747,0.0,,,
0001652044-18-000004,1652044,Alphabet Inc.,2018-02-01,3482,22260,0.0,,,
0001193125-15-267065,49071,HUMANA INC,2015-07-29,7637,50047,0.0,,,
0001682852-22-000007,1682852,"Moderna, Inc.",2022-01-10,3165,21736,0.0,,,
0001104659-16-094135,1001250,ESTEE LAUDER COMPANIES INC,2016-02-05,6133,38919,0.0,,,
0001157523-17-002121,33213,EQT Corp,2017-07-27,7661,50167,0.0,,,
0000829224-24-000047,829224,STARBUCKS CORP,2024-10-22,2655,18090,0.0,,,
0001060391-22-000006,1060391,"REPUBLIC SERVICES, INC.",2022-02-10,5652,36032,0.0,,,
0001136893-21-000162,1136893,"Fidelity National Information Services, Inc.",2021-08-03,5452,35947,0.0,,,
0001564590-16-022182,1389170,Targa Resources Corp.,2016-08-03,8127,50897,0.0,,,
0000072741-17-000043,72741,EVERSOURCE ENERGY,2017-11-01,1732,11311,0.0,,,
0000032604-17-000020,32604,EMERSON ELECTRIC CO,2017-05-02,2408,15360,0.0,,,
0001193125-18-006041,1578845,Allergan plc,2018-01-08,1627,11134,0.0,,,
0001047469-18-000517,1063761,SIMON PROPERTY GROUP INC.,2018-01-31,16451,107701,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-19-055976,1166691,COMCAST CORP,2019-10-24,7026,46663,0.0,,,
0001564590-19-011670,1364742,"BlackRock Finance, Inc.",2019-04-16,6494,40719,0.7653184017289226,supplemental information,Supplemental information:,
0001193125-17-013485,87347,SLB LIMITED/NV,2017-01-20,8890,57648,0.17858381903968915,supplemental information,Supplemental Information,
0001110803-20-000026,1110803,"ILLUMINA, INC.",2020-04-14,818,5459,0.0,,,
0001110803-15-000146,1110803,"ILLUMINA, INC.",2015-10-05,803,5545,0.0,,,
0000097745-20-000035,97745,THERMO FISHER SCIENTIFIC INC.,2020-07-22,4634,29951,0.0,,,
0000040533-19-000018,40533,GENERAL DYNAMICS CORP,2019-04-24,2737,17632,0.0,,,
0000829224-18-000044,829224,STARBUCKS CORP,2018-11-01,8058,51124,0.23961348877239652,supplemental information,Supplemental Information,
0000896878-15-000138,896878,INTUIT INC.,2015-11-19,5331,33597,0.0,,,
0000002969-23-000011,2969,"Air Products & Chemicals, Inc.",2023-02-02,5558,36996,0.0,,,
0001564590-21-047736,1341439,ORACLE CORP,2021-09-13,4091,25285,0.0,,,
0001564590-20-043143,1341439,ORACLE CORP,2020-09-10,4104,25360,0.0,,,
0001640147-25-000016,1640147,Snowflake Inc.,2025-02-26,7008,47763,0.0,,,
0000320187-23-000009,320187,"NIKE, Inc.",2023-03-21,2404,14319,0.0,,,
0000100885-20-000035,100885,UNION PACIFIC CORP,2020-01-23,3582,22163,0.7499887199386365,supplemental financial information,Supplemental financial information is attached.,
0000769397-25-000013,769397,"Autodesk, Inc.",2025-02-27,5629,36796,0.0,,,
0001564590-22-013264,1318605,"Tesla, Inc.",2022-04-04,276,1798,0.0,,,
0000072971-20-000230,72971,WELLS FARGO & COMPANY/MN,2020-04-14,18686,115423,0.0,,,
0000773840-25-000005,773840,HONEYWELL INTERNATIONAL INC,2025-02-06,7012,45447,0.0,,,
0001104659-20-051945,66740,3M CO,2020-04-28,5380,34928,0.49919835089326614,supplemental financial information,SUPPLEMENTAL FINANCIAL INFORMATION,
0001045810-17-000164,1045810,NVIDIA CORP,2017-11-09,2947,18227,0.0,,,
0001104659-23-022410,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2023-02-15,10347,65759,0.0,,,
0001193125-17-320080,1156375,CME GROUP INC.,2017-10-26,2257,14575,0.0,,,
0001157523-18-002211,1358071,CONCHO RESOURCES INC,2018-10-30,5567,34860,0.0,,,
0001065088-20-000035,1065088,EBAY INC,2020-10-28,6085,39027,0.0,,,
0001110803-26-000155,1110803,"ILLUMINA, INC.",2026-07-30,2786,17354,0.0,,,
0001193125-18-234916,1532063,Express Scripts Holding Co.,2018-08-01,7393,48151,0.7277107432867438,supplemental information,Supplemental Information Regarding,
0001144204-17-021852,936468,LOCKHEED MARTIN CORP,2017-04-25,5929,38479,0.0,,,
0001564590-19-027004,906107,VIVMARK RESIDENTIAL,2019-07-30,11554,71420,0.0,,,
0000936468-24-000006,936468,LOCKHEED MARTIN CORP,2024-01-23,7465,48152,0.0,,,
0001157523-20-000143,1163165,CONOCOPHILLIPS,2020-02-04,4105,26860,0.0,,,
0001193125-26-166839,1137774,PRUDENTIAL FINANCIAL INC,2026-04-21,1202,8261,0.0,,,
0000882095-23-000022,882095,"GILEAD SCIENCES, INC.",2023-08-03,6348,39450,0.0,,,
0000726728-23-000064,726728,REALTY INCOME CORP,2023-05-03,6569,43154,0.0,,,
0001558370-23-001231,31462,ECOLAB INC.,2023-02-14,6304,41937,0.0,,,
0001122304-18-000011,1122304,AETNA INC /PA/,2018-01-30,11723,74289,0.0,,,
0001571049-17-001071,1571949,"Intercontinental Exchange, Inc.",2017-02-07,2375,15515,0.0,,,
0000885725-21-000006,885725,BOSTON SCIENTIFIC CORP,2021-02-03,6884,43893,0.0,,,
0000927653-23-000081,927653,MCKESSON CORP,2023-11-01,8128,54634,0.0,,,
0001047469-18-005280,1063761,SIMON PROPERTY GROUP INC.,2018-07-30,16080,105199,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001038357-23-000083,1038357,PIONEER NATURAL RESOURCES CO,2023-08-01,5689,37602,0.0,,,
0000200406-15-000057,200406,JOHNSON & JOHNSON,2015-10-13,1871,13056,0.0,,,
0000882095-24-000020,882095,"GILEAD SCIENCES, INC.",2024-08-08,6552,40861,0.4076503267174078,supplemental information,Supplemental Information:,
0001193125-24-250195,1067983,BERKSHIRE HATHAWAY INC,2024-11-04,959,6300,0.0,,,
0000033213-19-000020,33213,EQT Corp,2019-07-25,6996,50935,0.0,,,
0000927628-22-000291,927628,CAPITAL ONE FINANCIAL CORP,2022-10-27,898,5850,0.0,,,
0001051470-25-000085,1051470,CROWN CASTLE INC.,2025-03-13,13862,90312,0.0,,,
0001193125-22-057959,1034054,SBA COMMUNICATIONS CORP,2022-02-28,7119,46155,0.0,,,
0000712515-25-000010,712515,ELECTRONIC ARTS INC.,2025-02-04,4189,26218,0.0,,,
0000024741-20-000050,24741,CORNING INC /NY,2020-07-28,5949,37140,0.0,,,
0001539838-23-000129,1539838,"Diamondback Energy, Inc.",2023-11-06,5772,36775,0.0,,,
0001510295-21-000019,1510295,Marathon Petroleum Corp,2021-02-02,7723,49969,0.0,,,
0000827052-24-000034,827052,EDISON INTERNATIONAL,2024-04-30,3657,24943,0.0,,,
0001373715-19-000200,1373715,"ServiceNow, Inc.",2019-07-24,5848,37802,0.0,,,
0001193125-24-105065,73309,NUCOR CORP,2024-04-22,3026,20189,0.0,,,
0001104659-15-060224,1001250,ESTEE LAUDER COMPANIES INC,2015-08-17,6700,42145,0.0,,,
0001403161-16-000053,1403161,VISA INC.,2016-10-24,8217,47314,0.0,,,
0001628280-24-002009,1800,ABBOTT LABORATORIES,2024-01-24,5592,34970,0.0,,,
0000753308-20-000110,753308,NEXTERA ENERGY INC,2020-04-22,8612,52775,0.0,,,
0000027419-26-000012,27419,TARGET CORP,2026-03-03,4134,26498,0.0,,,
0000064803-26-000009,64803,CVS HEALTH Corp,2026-02-10,9224,59407,0.34921810561044997,supplemental information,Supplemental Information,
0000313616-19-000004,313616,DANAHER CORP /DE/,2019-01-08,830,5794,0.0,,,
0001001039-17-000090,1001039,TWDC Enterprises 18 Corp.,2017-05-09,4381,26824,0.0,,,
0001104659-21-060980,718877,"Activision Blizzard, Inc.",2021-05-04,7268,45205,0.0,,,
0000047217-26-000027,47217,HP INC,2026-05-27,6093,40095,0.0,,,
0000049826-18-000102,49826,ILLINOIS TOOL WORKS INC,2018-10-24,3100,18485,0.0,,,
0000101829-25-000030,101829,RTX Corp,2025-07-22,7585,49473,0.0,,,
0000827052-19-000033,827052,EDISON INTERNATIONAL,2019-02-28,4202,27005,0.0,,,
0001104659-16-111266,1137789,Seagate Technology Holdings plc,2016-04-13,1433,9731,0.0,,,
0000713676-23-000050,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2023-07-18,8799,54729,0.0,,,
0000950170-25-084831,1341439,ORACLE CORP,2025-06-11,5258,31710,0.0,,,
0001157523-21-000641,849399,Gen Digital Inc.,2021-05-10,5998,37307,0.0,,,
0000813672-24-000030,813672,CADENCE DESIGN SYSTEMS INC,2024-02-12,3864,25295,0.0,,,
0001099800-22-000023,1099800,Edwards Lifesciences Corp,2022-10-27,4136,26696,0.0,,,
0000798354-19-000002,798354,FISERV INC,2019-02-07,5236,33406,0.0,,,
0001868275-25-000040,1868275,Constellation Energy Corp,2025-05-06,3694,24736,0.0,,,
0000021344-25-000024,21344,COCA COLA CO,2025-04-29,9099,60214,0.0,,,
0001564590-19-036274,1318605,"Tesla, Inc.",2019-10-02,220,1347,0.0,,,
0000021344-23-000045,21344,COCA COLA CO,2023-07-26,12179,77351,0.0,,,
0000047217-25-000068,47217,HP INC,2025-11-25,7707,50923,0.0,,,
0001551182-24-000033,1551182,Eaton Corp plc,2024-08-01,3332,20811,0.0,,,
0000027419-24-000008,27419,TARGET CORP,2024-03-05,3797,24051,0.0,,,
0001058290-22-000111,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2022-05-04,3362,22384,0.0,,,
0001539838-18-000114,1539838,"Diamondback Energy, Inc.",2018-11-06,3957,25009,0.0,,,
