accession_number,cik,company_name,sector,stratum,form,filing_date,section_type,source_document,verdict,n_toc_entries,n_matching,n_resolvable,shipped_span_is_none,best_source,best_words,best_end_ran_to_eof,rec_words,rec_guarded_words,rec_end_at_eof,end_guard_shortened_span,fb_words,fb_end_at_eof,doc_words,head_char_offset,head_opens_on_item1a,clears_word_floor_15,clears_char_gate_30,guarded_span_still_ends_at_eof,band_p4_0.5-2x_median,band_bimodal_recalibrated,defensible_span,best_head
0000055785-17-000057,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2017-07-25,RISK_FACTORS,kmb_10qx2017xq2.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,9975,,False,False,,,,,False,
0000055785-17-000067,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2017-10-23,RISK_FACTORS,kmb_10qx2017xq3.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,10041,,False,False,,,,,False,
0000055785-18-000028,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2018-04-23,RISK_FACTORS,kmb_10qx2018xq1.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,10702,,False,False,,,,,False,
0000055785-18-000051,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2018-07-24,RISK_FACTORS,kmb_10qx2018xq2.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11573,,False,False,,,,,False,
0000055785-18-000069,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2018-10-22,RISK_FACTORS,kmb_10qx2018xq3.htm,R1_genuinely_absent_from_toc,12,0,0,True,none,,,,,,,,,12631,,False,False,,,,,False,
0000055785-19-000032,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2019-04-22,RISK_FACTORS,kmb10q2019q1.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11393,,False,False,,,,,False,
0000055785-19-000064,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2019-07-23,RISK_FACTORS,kmb10q2019q2.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,13293,,False,False,,,,,False,
0000055785-19-000084,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2019-10-22,RISK_FACTORS,kmb10q2019q3.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,13754,,False,False,,,,,False,
0000055785-20-000053,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2020-07-23,RISK_FACTORS,kmb-20200630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11941,,False,False,,,,,False,
0000055785-20-000074,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2020-10-22,RISK_FACTORS,kmb-20200930.htm,R1_genuinely_absent_from_toc,12,0,0,True,none,,,,,,,,,12858,,False,False,,,,,False,
0000055785-21-000037,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2021-04-23,RISK_FACTORS,kmb-20210331.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,10456,,False,False,,,,,False,
0000055785-21-000073,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2021-07-23,RISK_FACTORS,kmb-20210630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11916,,False,False,,,,,False,
0000055785-21-000091,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2021-10-25,RISK_FACTORS,kmb-20210930.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11911,,False,False,,,,,False,
0000055785-22-000035,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2022-04-22,RISK_FACTORS,kmb-20220331.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,10134,,False,False,,,,,False,
0000055785-22-000055,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2022-07-26,RISK_FACTORS,kmb-20220630.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11501,,False,False,,,,,False,
0000055785-22-000074,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2022-10-25,RISK_FACTORS,kmb-20220930.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,11679,,False,False,,,,,False,
0000055785-23-000029,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2023-04-25,RISK_FACTORS,kmb-20230331.htm,R1_genuinely_absent_from_toc,10,0,0,True,none,,,,,,,,,10476,,False,False,,,,,False,
0000055785-23-000054,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2023-07-25,RISK_FACTORS,kmb-20230630.htm,R1_genuinely_absent_from_toc,12,0,0,True,none,,,,,,,,,13532,,False,False,,,,,False,
0000055785-23-000064,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2023-10-24,RISK_FACTORS,kmb-20230930.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,13369,,False,False,,,,,False,
0000055785-24-000054,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2024-04-23,RISK_FACTORS,kmb-20240331.htm,R1_genuinely_absent_from_toc,12,0,0,True,none,,,,,,,,,11476,,False,False,,,,,False,
0000055785-24-000085,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2024-07-23,RISK_FACTORS,kmb-20240630.htm,R1_genuinely_absent_from_toc,13,0,0,True,none,,,,,,,,,14550,,False,False,,,,,False,
0000055785-24-000094,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2024-10-22,RISK_FACTORS,kmb-20240930.htm,R1_genuinely_absent_from_toc,12,0,0,True,none,,,,,,,,,14908,,False,False,,,,,False,
0000055785-25-000039,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2025-04-22,RISK_FACTORS,kmb-20250331.htm,R1_genuinely_absent_from_toc,46,0,0,True,none,,,,,,,,,11421,,False,False,,,,,False,
0000055785-25-000080,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2025-08-01,RISK_FACTORS,kmb-20250630.htm,R1_genuinely_absent_from_toc,22,0,0,True,none,,,,,,,,,15632,,False,False,,,,,False,
0001628280-25-047387,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2025-10-30,RISK_FACTORS,kmb-20250930.htm,R1_genuinely_absent_from_toc,20,0,0,True,none,,,,,,,,,16607,,False,False,,,,,False,
0001628280-26-027800,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2026-04-28,RISK_FACTORS,kmb-20260331.htm,R1_genuinely_absent_from_toc,23,0,0,True,none,,,,,,,,,13880,,False,False,,,,,False,
0001628280-26-052348,55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-Q,2026-08-04,RISK_FACTORS,kmb-20260630.htm,R1_genuinely_absent_from_toc,21,0,0,True,none,,,,,,,,,17065,,False,False,,,,,False,
0001562762-16-000383,1099590,MERCADOLIBRE INC,financials,core,10-Q,2016-05-06,RISK_FACTORS,meli-20160331x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,905.0,1.0,34107,,False,False,,,,,False,
0001562762-16-000414,1099590,MERCADOLIBRE INC,financials,core,10-Q,2016-08-05,RISK_FACTORS,meli-20160630x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,42614,,False,False,,,,,False,
0001562762-16-000445,1099590,MERCADOLIBRE INC,financials,core,10-Q,2016-11-04,RISK_FACTORS,meli-20160930x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,41208,,False,False,,,,,False,
0001562762-17-000054,1099590,MERCADOLIBRE INC,financials,core,10-Q,2017-05-05,RISK_FACTORS,meli-20170331x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,28404,,False,False,,,,,False,
0001562762-17-000120,1099590,MERCADOLIBRE INC,financials,core,10-Q,2017-08-04,RISK_FACTORS,meli-20170630x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,34075,,False,False,,,,,False,
0001562762-17-000173,1099590,MERCADOLIBRE INC,financials,core,10-Q,2017-11-03,RISK_FACTORS,meli-20170930x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,34076,,False,False,,,,,False,
0001562762-18-000158,1099590,MERCADOLIBRE INC,financials,core,10-Q,2018-05-10,RISK_FACTORS,meli-20180331x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,30028,,False,False,,,,,False,
0001562762-18-000229,1099590,MERCADOLIBRE INC,financials,core,10-Q,2018-08-09,RISK_FACTORS,meli-20180630x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,1216.0,1.0,37259,,False,False,,,,,False,
0001562762-18-000323,1099590,MERCADOLIBRE INC,financials,core,10-Q,2018-11-02,RISK_FACTORS,meli-20180930x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,551.0,1.0,37292,,False,False,,,,,False,
0001562762-19-000123,1099590,MERCADOLIBRE INC,financials,core,10-Q,2019-05-03,RISK_FACTORS,meli-20190331x10q.htm,R1_genuinely_absent_from_toc,1,0,0,True,none,,,,,,,,,27442,,False,False,,,,,False,
0001193125-15-276529,895421,MORGAN STANLEY,financials,core,10-Q,2015-08-04,RISK_FACTORS,d52951d10q.htm,R1_genuinely_absent_from_toc,31,0,0,True,none,,,,,,,,,72002,,False,False,,,,,False,
0001193125-15-364313,895421,MORGAN STANLEY,financials,core,10-Q,2015-11-03,RISK_FACTORS,d97616d10q.htm,R1_genuinely_absent_from_toc,32,0,0,True,none,,,,,,,,,73950,,False,False,,,,,False,
0001193125-16-577875,895421,MORGAN STANLEY,financials,core,10-Q,2016-05-04,RISK_FACTORS,d137631d10q.htm,R1_genuinely_absent_from_toc,31,0,0,True,none,,,,,,,,,56988,,False,False,,,,,False,
0001193125-16-670066,895421,MORGAN STANLEY,financials,core,10-Q,2016-08-03,RISK_FACTORS,d212576d10q.htm,R1_genuinely_absent_from_toc,31,0,0,True,none,,,,,,,,,60514,,False,False,,,,,False,
0001193125-16-757027,895421,MORGAN STANLEY,financials,core,10-Q,2016-11-02,RISK_FACTORS,d272293d10q.htm,R1_genuinely_absent_from_toc,29,0,0,True,none,,,,,,,,,62242,,False,False,,,,,False,
0001193125-17-158668,895421,MORGAN STANLEY,financials,core,10-Q,2017-05-04,RISK_FACTORS,d372076d10q.htm,R1_genuinely_absent_from_toc,20,0,0,True,none,,,,,,,,,53473,,False,False,,,,,False,
0001193125-17-247402,895421,MORGAN STANLEY,financials,core,10-Q,2017-08-03,RISK_FACTORS,d421308d10q.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,,,59785,,False,False,,,,,False,
0001193125-17-331902,895421,MORGAN STANLEY,financials,core,10-Q,2017-11-03,RISK_FACTORS,d437627d10q.htm,R1_genuinely_absent_from_toc,21,0,0,True,none,,,,,,,,,58512,,False,False,,,,,False,
0001193125-18-152899,895421,MORGAN STANLEY,financials,core,10-Q,2018-05-04,RISK_FACTORS,d556270d10q.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,,,50804,,False,False,,,,,False,
0001193125-18-238269,895421,MORGAN STANLEY,financials,core,10-Q,2018-08-03,RISK_FACTORS,d576100d10q.htm,R1_genuinely_absent_from_toc,6,0,0,True,none,,,,,,,,,55922,,False,False,,,,,False,
0001193125-18-318377,895421,MORGAN STANLEY,financials,core,10-Q,2018-11-05,RISK_FACTORS,d645593d10q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,56280,,False,False,,,,,False,
0001193125-19-136929,895421,MORGAN STANLEY,financials,core,10-Q,2019-05-03,RISK_FACTORS,d673523d10q.htm,R1_genuinely_absent_from_toc,35,0,0,True,none,,,,,,,,,46107,,False,False,,,,,False,
0001628280-19-009973,895421,MORGAN STANLEY,financials,core,10-Q,2019-08-05,RISK_FACTORS,msq20630201910-q.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,52779,,False,False,,,,,False,
0001628280-19-013331,895421,MORGAN STANLEY,financials,core,10-Q,2019-11-05,RISK_FACTORS,msq30930201910-q.htm,R1_genuinely_absent_from_toc,56,0,0,True,none,,,,,,,,,53063,,False,False,,,,,False,
0000895421-20-000323,895421,MORGAN STANLEY,financials,core,10-Q,2020-05-05,RISK_FACTORS,msq1202010q.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,52481,,False,False,,,,,False,
0000895421-20-000429,895421,MORGAN STANLEY,financials,core,10-Q,2020-08-04,RISK_FACTORS,msq2202010q.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,57505,,False,False,,,,,False,
0000895421-20-000527,895421,MORGAN STANLEY,financials,core,10-Q,2020-11-03,RISK_FACTORS,msq3202010q.htm,R1_genuinely_absent_from_toc,62,0,0,True,none,,,,,,,,,58558,,False,False,,,,,False,
0000895421-21-000334,895421,MORGAN STANLEY,financials,core,10-Q,2021-05-03,RISK_FACTORS,ms-20210331.htm,R1_genuinely_absent_from_toc,62,0,0,True,none,,,,,,,,,48811,,False,False,,,,,False,
0000895421-21-000425,895421,MORGAN STANLEY,financials,core,10-Q,2021-08-02,RISK_FACTORS,ms-20210630.htm,R1_genuinely_absent_from_toc,62,0,0,True,none,,,,,,,,,53514,,False,False,,,,,False,
0000895421-21-000532,895421,MORGAN STANLEY,financials,core,10-Q,2021-11-03,RISK_FACTORS,ms-20210930.htm,R1_genuinely_absent_from_toc,62,0,0,True,none,,,,,,,,,54128,,False,False,,,,,False,
0000895421-22-000442,895421,MORGAN STANLEY,financials,core,10-Q,2022-05-04,RISK_FACTORS,ms-20220331.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,44607,,False,False,,,,,False,
0000895421-22-000515,895421,MORGAN STANLEY,financials,core,10-Q,2022-08-05,RISK_FACTORS,ms-20220630.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,50895,,False,False,,,,,False,
0000895421-22-000587,895421,MORGAN STANLEY,financials,core,10-Q,2022-11-03,RISK_FACTORS,ms-20220930.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,51077,,False,False,,,,,False,
0000895421-23-000315,895421,MORGAN STANLEY,financials,core,10-Q,2023-05-02,RISK_FACTORS,ms-20230331.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,47145,,False,False,,,,,False,
0000895421-23-000374,895421,MORGAN STANLEY,financials,core,10-Q,2023-08-03,RISK_FACTORS,ms-20230630.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,53693,,False,False,,,,,False,
0000895421-23-000441,895421,MORGAN STANLEY,financials,core,10-Q,2023-11-03,RISK_FACTORS,ms-20230930.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,53979,,False,False,,,,,False,
0000895421-24-000322,895421,MORGAN STANLEY,financials,core,10-Q,2024-05-03,RISK_FACTORS,ms-20240331.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,49423,,False,False,,,,,False,
0000895421-24-000403,895421,MORGAN STANLEY,financials,core,10-Q,2024-08-05,RISK_FACTORS,ms-20240630.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,56234,,False,False,,,,,False,
0000895421-24-000491,895421,MORGAN STANLEY,financials,core,10-Q,2024-11-04,RISK_FACTORS,ms-20240930.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,57444,,False,False,,,,,False,
0000895421-25-000343,895421,MORGAN STANLEY,financials,core,10-Q,2025-05-05,RISK_FACTORS,ms-20250331.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,48686,,False,False,,,,,False,
0000895421-25-000440,895421,MORGAN STANLEY,financials,core,10-Q,2025-08-04,RISK_FACTORS,ms-20250630.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,54284,,False,False,,,,,False,
0000895421-25-000539,895421,MORGAN STANLEY,financials,core,10-Q,2025-11-03,RISK_FACTORS,ms-20250930.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,54563,,False,False,,,,,False,
0000895421-26-000121,895421,MORGAN STANLEY,financials,core,10-Q,2026-05-05,RISK_FACTORS,ms-20260331.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,50561,,False,False,,,,,False,
0000895421-26-000212,895421,MORGAN STANLEY,financials,core,10-Q,2026-08-04,RISK_FACTORS,ms-20260630.htm,R1_genuinely_absent_from_toc,59,0,0,True,none,,,,,,,,,55392,,False,False,,,,,False,
0001613103-15-000038,1613103,Medtronic plc,healthcare,core,10-Q,2015-09-09,RISK_FACTORS,mdt-2016q1x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,34405,,False,False,,,,,False,
0001613103-15-000053,1613103,Medtronic plc,healthcare,core,10-Q,2015-12-09,RISK_FACTORS,mdt-2016q2x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,39491,,False,False,,,,,False,
0001613103-16-000071,1613103,Medtronic plc,healthcare,core,10-Q,2016-03-09,RISK_FACTORS,mdt-2016q3x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,39041,,False,False,,,,,False,
0001613103-16-000100,1613103,Medtronic plc,healthcare,core,10-Q,2016-09-07,RISK_FACTORS,mdt-2017q1x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,32616,,False,False,,,,,False,
0001613103-16-000123,1613103,Medtronic plc,healthcare,core,10-Q,2016-12-05,RISK_FACTORS,mdt-2017q2x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,37511,,False,False,,,,,False,
0001613103-17-000008,1613103,Medtronic plc,healthcare,core,10-Q,2017-03-03,RISK_FACTORS,mdt-2017q3x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,37892,,False,False,,,,,False,
0001613103-17-000027,1613103,Medtronic plc,healthcare,core,10-Q,2017-09-01,RISK_FACTORS,mdt-2018q1x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,35114,,False,False,,,,,False,
0001613103-17-000047,1613103,Medtronic plc,healthcare,core,10-Q,2017-12-04,RISK_FACTORS,mdt-2018q2x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,40906,,False,False,,,,,False,
0001613103-18-000009,1613103,Medtronic plc,healthcare,core,10-Q,2018-03-02,RISK_FACTORS,mdt-2018q3x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,,,44085,,False,False,,,,,False,
0001613103-18-000032,1613103,Medtronic plc,healthcare,core,10-Q,2018-08-31,RISK_FACTORS,mdt-2019q1x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1047.0,0.0,34926,,False,False,,,,,False,
0001613103-18-000044,1613103,Medtronic plc,healthcare,core,10-Q,2018-11-29,RISK_FACTORS,mdt-2019q2x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1083.0,0.0,40070,,False,False,,,,,False,
0001613103-19-000012,1613103,Medtronic plc,healthcare,core,10-Q,2019-03-01,RISK_FACTORS,mdt-2019q3x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1085.0,0.0,41771,,False,False,,,,,False,
0001613103-19-000038,1613103,Medtronic plc,healthcare,core,10-Q,2019-08-30,RISK_FACTORS,mdt-2020q1x10q.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1071.0,0.0,35277,,False,False,,,,,False,
0001613103-19-000056,1613103,Medtronic plc,healthcare,core,10-Q,2019-12-03,RISK_FACTORS,mdt-20191025.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1059.0,0.0,39355,,False,False,,,,,False,
0001613103-20-000007,1613103,Medtronic plc,healthcare,core,10-Q,2020-02-28,RISK_FACTORS,mdt-20200124.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1046.0,0.0,41219,,False,False,,,,,False,
0001613103-20-000033,1613103,Medtronic plc,healthcare,core,10-Q,2020-09-03,RISK_FACTORS,mdt-20200731.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1089.0,0.0,31161,,False,False,,,,,False,
0001613103-20-000051,1613103,Medtronic plc,healthcare,core,10-Q,2020-12-03,RISK_FACTORS,mdt-20201030.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1150.0,0.0,35989,,False,False,,,,,False,
0001613103-21-000009,1613103,Medtronic plc,healthcare,core,10-Q,2021-03-05,RISK_FACTORS,mdt-20210129.htm,R1_genuinely_absent_from_toc,17,0,0,True,none,,,,,,,1150.0,0.0,36463,,False,False,,,,,False,
0001613103-21-000042,1613103,Medtronic plc,healthcare,core,10-Q,2021-09-02,RISK_FACTORS,mdt-20210730.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,1134.0,0.0,27432,,False,False,,,,,False,
0001613103-21-000062,1613103,Medtronic plc,healthcare,core,10-Q,2021-12-02,RISK_FACTORS,mdt-20211029.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,1053.0,0.0,29243,,False,False,,,,,False,
0001613103-22-000011,1613103,Medtronic plc,healthcare,core,10-Q,2022-03-03,RISK_FACTORS,mdt-20220128.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,1053.0,0.0,30226,,False,False,,,,,False,
0001613103-22-000046,1613103,Medtronic plc,healthcare,core,10-Q,2022-09-01,RISK_FACTORS,mdt-20220729.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,955.0,0.0,26563,,False,False,,,,,False,
0001613103-22-000063,1613103,Medtronic plc,healthcare,core,10-Q,2022-12-01,RISK_FACTORS,mdt-20221028.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,955.0,0.0,29903,,False,False,,,,,False,
0001613103-23-000008,1613103,Medtronic plc,healthcare,core,10-Q,2023-03-01,RISK_FACTORS,mdt-20230127.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,955.0,0.0,29786,,False,False,,,,,False,
0001613103-23-000128,1613103,Medtronic plc,healthcare,core,10-Q,2023-08-31,RISK_FACTORS,mdt-20230728.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,890.0,0.0,25237,,False,False,,,,,False,
0001613103-23-000149,1613103,Medtronic plc,healthcare,core,10-Q,2023-11-30,RISK_FACTORS,mdt-20231027.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,890.0,0.0,27994,,False,False,,,,,False,
0001613103-24-000011,1613103,Medtronic plc,healthcare,core,10-Q,2024-02-27,RISK_FACTORS,mdt-20240126.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,889.0,0.0,28262,,False,False,,,,,False,
0001613103-24-000147,1613103,Medtronic plc,healthcare,core,10-Q,2024-08-27,RISK_FACTORS,mdt-20240726.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,902.0,0.0,23729,,False,False,,,,,False,
0001613103-24-000165,1613103,Medtronic plc,healthcare,core,10-Q,2024-11-26,RISK_FACTORS,mdt-20241025.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,902.0,0.0,25881,,False,False,,,,,False,
0001613103-25-000022,1613103,Medtronic plc,healthcare,core,10-Q,2025-02-25,RISK_FACTORS,mdt-20250124.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,906.0,0.0,27279,,False,False,,,,,False,
0001613103-25-000161,1613103,Medtronic plc,healthcare,core,10-Q,2025-08-26,RISK_FACTORS,mdt-20250725.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,929.0,0.0,24648,,False,False,,,,,False,
0001628280-25-053988,1613103,Medtronic plc,healthcare,core,10-Q,2025-11-25,RISK_FACTORS,mdt-20251024.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,906.0,0.0,27648,,False,False,,,,,False,
0001628280-26-011107,1613103,Medtronic plc,healthcare,core,10-Q,2026-02-24,RISK_FACTORS,mdt-20260123.htm,R1_genuinely_absent_from_toc,19,0,0,True,none,,,,,,,904.0,0.0,30671,,False,False,,,,,False,
0000310158-19-000042,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2019-11-05,RISK_FACTORS,mrk0930201910q.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,32250,,False,False,,,,,False,
0001628280-23-015990,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2023-05-05,RISK_FACTORS,mrk-20230331.htm,R1_genuinely_absent_from_toc,16,0,0,True,none,,,,,,,,,26742,,False,False,,,,,False,
0001628280-23-027770,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2023-08-07,RISK_FACTORS,mrk-20230630.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,30007,,False,False,,,,,False,
0001628280-23-036717,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2023-11-03,RISK_FACTORS,mrk-20230930.htm,R1_genuinely_absent_from_toc,20,0,0,True,none,,,,,,,,,33441,,False,False,,,,,False,
0001628280-24-020283,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2024-05-03,RISK_FACTORS,mrk-20240331.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,26903,,False,False,,,,,False,
0001628280-24-034715,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2024-08-05,RISK_FACTORS,mrk-20240630.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,32189,,False,False,,,,,False,
0001628280-24-045689,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2024-11-06,RISK_FACTORS,mrk-20240930.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,34289,,False,False,,,,,False,
0001628280-25-021834,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2025-05-02,RISK_FACTORS,mrk-20250331.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,27678,,False,False,,,,,False,
0000310158-25-000014,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2025-08-05,RISK_FACTORS,mrk-20250630.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,33110,,False,False,,,,,False,
0000310158-25-000059,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2025-11-05,RISK_FACTORS,mrk-20250930.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,37996,,False,False,,,,,False,
0001628280-26-029802,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2026-05-04,RISK_FACTORS,mrk-20260331.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,30782,,False,False,,,,,False,
0000310158-26-000212,310158,"Merck & Co., Inc.",healthcare,core,10-Q,2026-08-07,RISK_FACTORS,mrk-20260630.htm,R1_genuinely_absent_from_toc,18,0,0,True,none,,,,,,,,,35363,,False,False,,,,,False,
0000797468-15-000012,797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,10-Q,2015-08-04,RISK_FACTORS,oxyform10q63015.htm,R1_genuinely_absent_from_toc,14,0,0,True,none,,,,,,,,,13214,,False,False,,,,,False,
0000797468-15-000014,797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,10-Q,2015-10-30,RISK_FACTORS,oxyform10q93015.htm,R1_genuinely_absent_from_toc,16,0,0,True,none,,,,,,,,,13803,,False,False,,,,,False,
