ticker,acc,form,section,e1_method,f3_method,f3_reason,f3_status,same,e1_words,f3_words
AAPL,0000320193-26-000020,10-Q,MDA,anchor,anchor,ok,OK,True,3373,3373
AAPL,0000320193-26-000020,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,2794,2794
ABBV,0001551152-23-000036,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-23-000040,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5431,5431
ABBV,0001551152-23-000045,10-Q,MDA,anchor,anchor,ok,OK,True,6655,6655
ABBV,0001551152-24-000002,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,109,109
ABBV,0001551152-24-000007,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5513,5513
ABBV,0001551152-24-000011,10-K,MDA,anchor,anchor,ok,OK,True,9581,9581
ABBV,0001551152-24-000011,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,8477,8477
ABBV,0001551152-24-000013,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-24-000016,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4206,4206
ABBV,0001551152-24-000020,10-Q,MDA,anchor,anchor,ok,OK,True,4780,4780
ABBV,0001551152-24-000024,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-24-000026,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5137,5137
ABBV,0001551152-24-000031,10-Q,MDA,anchor,anchor,ok,OK,True,6253,6253
ABBV,0001551152-24-000033,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-24-000036,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5353,5353
ABBV,0001551152-24-000040,10-Q,MDA,anchor,anchor,ok,OK,True,6881,6881
ABBV,0001551152-25-000002,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,109,109
ABBV,0001551152-25-000011,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5141,5141
ABBV,0001551152-25-000020,10-K,MDA,anchor,anchor,ok,OK,True,9539,9539
ABBV,0001551152-25-000020,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,8463,8463
ABBV,0001551152-25-000023,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,170,170
ABBV,0001551152-25-000026,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3328,3328
ABBV,0001551152-25-000029,10-Q,MDA,anchor,anchor,ok,OK,True,4413,4413
ABBV,0001551152-25-000034,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-25-000036,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4625,4625
ABBV,0001551152-25-000040,10-Q,MDA,anchor,anchor,ok,OK,True,6229,6229
ABBV,0001551152-25-000043,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-25-000047,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5327,5327
ABBV,0001551152-25-000049,10-Q,MDA,anchor,anchor,ok,OK,True,6839,6839
ABBV,0001551152-26-000002,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,109,109
ABBV,0001551152-26-000004,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4766,4766
ABBV,0001551152-26-000008,10-K,MDA,anchor,anchor,ok,OK,True,9486,9486
ABBV,0001551152-26-000008,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,9163,9163
ABBV,0001551152-26-000011,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-26-000013,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3430,3430
ABBV,0001551152-26-000017,10-Q,MDA,anchor,anchor,ok,OK,True,4326,4326
ABBV,0001551152-26-000021,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,below_length_floor,FLAGGED,True,143,143
ABBV,0001551152-26-000023,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5312,5312
ABBV,0001551152-26-000026,10-Q,MDA,anchor,anchor,ok,OK,True,5597,5597
BAC,0000070858-23-000264,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9410,9410
BAC,0000070858-23-000272,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,32151,32151
BAC,0000070858-23-000272,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-24-000006,8-K,8K_BODY,whole_document,item202_slice,earnings_item202_block_thin,FLAGGED,False,1412,665
BAC,0000070858-24-000011,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,10373,10373
BAC,0000070858-24-000122,10-K,MDA,anchor,anchor,ok,OK,True,45243,45243
BAC,0000070858-24-000122,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,16680,16680
BAC,0000070858-24-000144,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9341,9341
BAC,0000070858-24-000156,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,27421,27421
BAC,0000070858-24-000156,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-24-000186,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9780,9780
BAC,0000070858-24-000208,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,31279,31279
BAC,0000070858-24-000208,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-24-000266,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9214,9214
BAC,0000070858-24-000280,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,31633,31633
BAC,0000070858-24-000280,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-25-000011,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,10041,10041
BAC,0000070858-25-000139,10-K,MDA,anchor,anchor,ok,OK,True,43711,43711
BAC,0000070858-25-000139,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,16756,16756
BAC,0000070858-25-000187,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,8805,8805
BAC,0000070858-25-000200,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,26503,26503
BAC,0000070858-25-000200,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-25-000254,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9556,9556
BAC,0000070858-25-000268,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,31124,31124
BAC,0000070858-25-000268,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-25-000390,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9589,9589
BAC,0000070858-25-000405,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,30646,30646
BAC,0000070858-25-000405,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-26-000020,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9963,9963
BAC,0000070858-26-000157,10-K,MDA,anchor,anchor,ok,OK,True,43940,43940
BAC,0000070858-26-000157,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,16634,16634
BAC,0000070858-26-000222,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9100,9100
BAC,0000070858-26-000249,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,25881,25881
BAC,0000070858-26-000249,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
BAC,0000070858-26-000353,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9754,9754
BAC,0000070858-26-000394,10-Q,MDA,anchor,anchor,head_keyword_absent,FLAGGED,True,29186,29186
BAC,0000070858-26-000394,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
COP,0001163165-23-000031,10-Q,MDA,anchor,anchor,ok,OK,True,10625,10625
COP,0001163165-23-000031,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
COP,0001163165-23-000029,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3445,3445
COP,0001163165-24-000004,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4210,4210
COP,0001163165-24-000010,10-K,MDA,anchor,anchor,ok,OK,True,17929,17929
COP,0001163165-24-000010,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6218,6218
COP,0001163165-24-000023,10-Q,MDA,anchor,anchor,ok,OK,True,8687,8687
COP,0001163165-24-000023,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
COP,0001163165-24-000018,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2499,2499
COP,0001163165-24-000037,10-Q,MDA,anchor,anchor,ok,OK,True,10509,10509
COP,0001163165-24-000037,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,1523,1523
COP,0001163165-24-000034,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3169,3169
COP,0001163165-24-000052,10-Q,MDA,anchor,anchor,ok,OK,True,10771,10771
COP,0001163165-24-000052,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,1480,1480
COP,0001163165-24-000049,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2914,2914
COP,0001163165-25-000006,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4434,4434
COP,0001163165-25-000012,10-K,MDA,anchor,anchor,ok,OK,True,18192,18192
COP,0001163165-25-000012,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,7017,7017
COP,0001163165-25-000025,10-Q,MDA,anchor,anchor,ok,OK,True,8457,8457
COP,0001163165-25-000025,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
COP,0001163165-25-000023,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2887,2887
COP,0001163165-25-000042,10-Q,MDA,anchor,anchor,ok,OK,True,9536,9536
COP,0001163165-25-000042,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
COP,0001163165-25-000040,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3147,3147
COP,0001163165-25-000058,10-Q,MDA,anchor,anchor,ok,OK,True,9497,9497
COP,0001163165-25-000058,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,31,31
COP,0001163165-25-000056,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3506,3506
COP,0001163165-26-000005,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4036,4036
COP,0001163165-26-000009,10-K,MDA,anchor,anchor,ok,OK,True,17178,17178
COP,0001163165-26-000009,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6247,6247
COP,0001163165-26-000018,10-Q,MDA,anchor,anchor,ok,OK,True,7269,7269
COP,0001163165-26-000018,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,26,26
COP,0001163165-26-000016,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2736,2736
COP,0001163165-26-000032,10-Q,MDA,anchor,anchor,ok,OK,True,8738,8738
COP,0001163165-26-000032,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,26,26
COP,0001163165-26-000030,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2983,2983
CSCO,0001193125-23-214316,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5677,5677
CSCO,0000858877-23-000023,10-K,MDA,anchor,anchor,ok,OK,True,11052,11052
CSCO,0000858877-23-000023,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,12539,12539
CSCO,0001193125-23-277891,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4893,4893
CSCO,0000858877-23-000031,10-Q,MDA,anchor,anchor,ok,OK,True,10377,10377
CSCO,0000858877-23-000031,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13148,13148
CSCO,0001193125-24-036201,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5404,5404
CSCO,0000858877-24-000003,10-Q,MDA,anchor,anchor,ok,OK,True,12176,12176
CSCO,0000858877-24-000003,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13406,13406
CSCO,0001193125-24-139371,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5674,5674
CSCO,0000858877-24-000007,10-Q,MDA,anchor,anchor,ok,OK,True,12608,12608
CSCO,0000858877-24-000007,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13565,13565
CSCO,0001193125-24-200636,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5931,5931
CSCO,0000858877-24-000017,10-K,MDA,anchor,anchor,ok,OK,True,11362,11362
CSCO,0000858877-24-000017,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,13279,13279
CSCO,0001193125-24-257224,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4728,4728
CSCO,0000858877-24-000030,10-Q,MDA,anchor,anchor,ok,OK,True,9772,9772
CSCO,0000858877-24-000030,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13351,13351
CSCO,0001193125-25-025114,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5368,5368
CSCO,0000858877-25-000007,10-Q,MDA,anchor,anchor,ok,OK,True,11670,11670
CSCO,0000858877-25-000007,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13280,13280
CSCO,0001193125-25-119864,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5424,5424
CSCO,0000858877-25-000033,10-Q,MDA,anchor,anchor,ok,OK,True,11848,11848
CSCO,0000858877-25-000033,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13271,13271
CSCO,0001193125-25-179820,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5794,5794
CSCO,0000858877-25-000111,10-K,MDA,anchor,anchor,ok,OK,True,10894,10894
CSCO,0000858877-25-000111,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,13416,13416
CSCO,0001193125-25-277624,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4783,4783
CSCO,0000858877-25-000171,10-Q,MDA,anchor,anchor,ok,OK,True,9383,9383
CSCO,0000858877-25-000171,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13371,13371
CSCO,0000858877-26-000006,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5396,5396
CSCO,0000858877-26-000021,10-Q,MDA,anchor,anchor,ok,OK,True,11348,11348
CSCO,0000858877-26-000021,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13395,13395
CSCO,0000858877-26-000075,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5530,5530
CSCO,0000858877-26-000078,10-Q,MDA,anchor,anchor,ok,OK,True,11748,11748
CSCO,0000858877-26-000078,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,13646,13646
CVX,0000093410-23-000085,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4611,4611
CVX,0000093410-23-000088,10-Q,MDA,anchor,anchor,ok,OK,True,8121,8121
CVX,0000093410-23-000088,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,525,525
CVX,0000093410-24-000002,8-K,8K_BODY,whole_document,item202_slice,ok,OK,False,1603,1297
CVX,0000093410-24-000006,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4906,4906
CVX,0000093410-24-000013,10-K,MDA,incorporated_by_reference_resolved,incorporated_by_reference_resolved,mda_stub_resolved,OK,True,14871,14871
CVX,0000093410-24-000013,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,5054,5054
CVX,0000093410-24-000017,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4205,4205
CVX,0000093410-24-000021,10-Q,MDA,anchor,anchor,ok,OK,True,7157,7157
CVX,0000093410-24-000021,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,573,573
CVX,0000093410-24-000035,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4550,4550
CVX,0000093410-24-000040,10-Q,MDA,anchor,anchor,ok,OK,True,8364,8364
CVX,0000093410-24-000040,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,553,553
CVX,0000093410-24-000055,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4818,4818
CVX,0000093410-24-000059,10-Q,MDA,anchor,anchor,ok,OK,True,9158,9158
CVX,0000093410-24-000059,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,629,629
CVX,0000093410-25-000004,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5246,5246
CVX,0000093410-25-000009,10-K,MDA,incorporated_by_reference_resolved,incorporated_by_reference_resolved,mda_stub_resolved,OK,True,15563,15563
CVX,0000093410-25-000009,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,5438,5438
CVX,0000093410-25-000016,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4423,4423
CVX,0000093410-25-000019,10-Q,MDA,anchor,anchor,ok,OK,True,7726,7726
CVX,0000093410-25-000019,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,673,673
CVX,0000093410-25-000058,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4865,4865
CVX,0000093410-25-000062,10-Q,MDA,anchor,anchor,ok,OK,True,9072,9072
CVX,0000093410-25-000062,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,219,219
CVX,0000093410-25-000103,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4871,4871
CVX,0000093410-25-000108,10-Q,MDA,anchor,anchor,ok,OK,True,8758,8758
CVX,0000093410-25-000108,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,220,220
CVX,0000093410-26-000019,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5478,5478
CVX,0000093410-26-000078,10-K,MDA,incorporated_by_reference_resolved,incorporated_by_reference_resolved,mda_stub_resolved,OK,True,15341,15341
CVX,0000093410-26-000078,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,4963,4963
CVX,0000093410-26-000108,8-K,8K_BODY,whole_document,item202_slice,ok,OK,False,2004,1700
CVX,0000093410-26-000110,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4404,4404
CVX,0000093410-26-000113,10-Q,MDA,anchor,anchor,ok,OK,True,7512,7512
CVX,0000093410-26-000113,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,60,60
CVX,0000093410-26-000162,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5012,5012
CVX,0000093410-26-000167,10-Q,MDA,anchor,anchor,ok,OK,True,8884,8884
CVX,0000093410-26-000167,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,60,60
GOOGL,0001652044-23-000088,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3515,3515
GOOGL,0001652044-23-000094,10-Q,MDA,anchor,anchor,ok,OK,True,9058,9058
GOOGL,0001652044-23-000094,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,60,60
GOOGL,0001652044-24-000014,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3790,3790
GOOGL,0001652044-24-000022,10-K,MDA,anchor,anchor,ok,OK,True,9154,9154
GOOGL,0001652044-24-000022,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,11334,11334
GOOGL,0001652044-24-000047,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3804,3804
GOOGL,0001652044-24-000053,10-Q,MDA,anchor,anchor,ok,OK,True,7107,7107
GOOGL,0001652044-24-000053,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,742,742
GOOGL,0001652044-24-000076,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3313,3313
GOOGL,0001652044-24-000079,10-Q,MDA,anchor,anchor,ok,OK,True,8085,8085
GOOGL,0001652044-24-000079,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,395,395
GOOGL,0001652044-24-000115,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3514,3514
GOOGL,0001652044-24-000118,10-Q,MDA,anchor,anchor,ok,OK,True,8282,8282
GOOGL,0001652044-24-000118,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,887,887
GOOGL,0001652044-25-000010,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3740,3740
GOOGL,0001652044-25-000014,10-K,MDA,anchor,anchor,ok,OK,True,8876,8876
GOOGL,0001652044-25-000014,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,12422,12422
GOOGL,0001652044-25-000040,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3468,3468
GOOGL,0001652044-25-000043,10-Q,MDA,anchor,anchor,ok,OK,True,7155,7155
GOOGL,0001652044-25-000043,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,97,97
GOOGL,0001652044-25-000056,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3420,3420
GOOGL,0001652044-25-000062,10-Q,MDA,anchor,anchor,ok,OK,True,8131,8131
GOOGL,0001652044-25-000062,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,97,97
GOOGL,0001652044-25-000087,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3895,3895
GOOGL,0001652044-25-000091,10-Q,MDA,anchor,anchor,ok,OK,True,8116,8116
GOOGL,0001652044-25-000091,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,97,97
GOOGL,0001652044-26-000012,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3866,3866
GOOGL,0001652044-26-000018,10-K,MDA,anchor,anchor,ok,OK,True,7956,7956
GOOGL,0001652044-26-000018,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,12662,12662
GOOGL,0001652044-26-000043,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3398,3398
GOOGL,0001652044-26-000048,10-Q,MDA,anchor,anchor,ok,OK,True,7213,7213
GOOGL,0001652044-26-000048,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,899,899
GOOGL,0001652044-26-000066,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3822,3822
GOOGL,0001652044-26-000071,10-Q,MDA,anchor,anchor,ok,OK,True,8020,8020
GOOGL,0001652044-26-000071,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,2530,2530
GS,0001193125-23-257291,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4329,4329
GS,0000886982-23-000011,10-Q,MDA,anchor,anchor,ok,OK,True,47173,47173
GS,0001193125-24-008077,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5420,5420
GS,0000886982-24-000006,10-K,MDA,anchor,anchor,ok,OK,True,44245,44245
GS,0000886982-24-000006,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,21297,21297
GS,0001193125-24-095511,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3655,3655
GS,0000886982-24-000016,10-Q,MDA,anchor,anchor,ok,OK,True,45489,45489
