recon_date,cik,name,sector,stratum,float_usd,float_instant,float_accn,shares_outstanding,shares_source,implied_price_usd,zero_float_instant,zero_float_filed,flags,float_to_assets,scale_verdict
2021-07-01,87347,SLB LIMITED/NV,energy,core,25500000000.0,2020-06-30,0001564590-21-002477,1392325960.0,same_accn@2020-12-31,18.314676830416925,,,,,
2021-07-01,92122,SOUTHERN CO,utilities,extension,54800000000.0,2020-06-30,0000092122-21-000006,1056609660.0,same_accn@2021-01-31,51.8639967762551,,,,,
2021-07-01,92230,TRUIST FINANCIAL CORP,financials,core,50500000000.0,2020-06-30,0000092230-21-000032,1347198511.0,same_accn@2021-01-31,37.48519582501231,,,,,
2021-07-01,93410,CHEVRON CORP,energy,core,166600000000.0,2020-06-30,0000093410-21-000009,1926376764.0,same_accn@2021-02-10,86.48360129410281,,,,,
2021-07-01,97476,TEXAS INSTRUMENTS INC,tech,core,116120360680.0,2020-06-30,0000097476-21-000006,920239191.0,same_accn@2021-01-27,126.18497648835736,,,,,
2021-07-01,97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,138639543000.0,2020-06-26,0000097745-21-000011,393793362.0,same_accn@2021-02-06,352.0616556253683,,,,,
2021-07-01,100885,UNION PACIFIC CORP,industrials,extension,113500000000.0,2020-06-30,0000100885-21-000068,669829363.0,same_accn@2021-01-29,169.4461399716214,,,,,
2021-07-01,101829,RTX Corp,industrials,extension,93495749819.0,2020-06-30,0000101829-21-000008,1519478134.0,same_accn@2021-01-29,61.53148750674947,,,,,
2021-07-01,104169,Walmart Inc.,consumer,core,182886052366.0,2020-07-31,0000104169-21-000033,2817071695.0,same_accn@2021-03-17,64.92062402621954,,,,,
2021-07-01,107263,"WILLIAMS COMPANIES, INC.",energy,core,23078419375.0,2020-06-30,0000107263-21-000006,1213790391.0,same_accn@2021-02-19,19.013512997072326,,,,,
2021-07-01,200406,JOHNSON & JOHNSON,healthcare,core,363000000000.0,2020-06-28,0000200406-21-000008,2628679824.0,same_accn@2021-02-16,138.09213152769266,,,,,
2021-07-01,310158,"Merck & Co., Inc.",healthcare,core,195461000000.0,2020-06-30,0000310158-21-000004,2530315668.0,same_accn@2021-01-31,77.24767406372476,,,,,
2021-07-01,310764,STRYKER CORP,healthcare,core,63413151504.0,2020-06-30,0000310764-21-000027,376200942.0,same_accn@2021-01-31,168.5619157859525,,,,,
2021-07-01,313616,DANAHER CORP /DE/,industrials,extension,113200000000.0,2020-07-03,0000313616-21-000045,712204198.0,same_accn@2021-02-05,158.943179944581,,,,,
2021-07-01,318154,AMGEN INC,healthcare,core,138056968288.0,2020-06-30,0000318154-21-000010,577566383.0,same_accn@2021-02-03,239.0322088534713,,,,,
2021-07-01,320187,"NIKE, Inc.",consumer,core,123844132290.0,2019-11-30,0000320187-20-000047,,no_fact_within_400d,,,,,,
2021-07-01,320193,Apple Inc.,tech,core,1070633000000.0,2020-03-27,0000320193-20-000096,17001802000.0,same_accn@2020-10-16,62.97173676060926,,,,,
2021-07-01,354950,"HOME DEPOT, INC.",consumer,core,285600000000.0,2020-07-31,0000354950-21-000089,1077069383.0,same_accn@2021-03-05,265.163975977581,,,,,
2021-07-01,715957,"DOMINION ENERGY, INC",utilities,extension,68000000000.0,2020-06-30,0001564590-21-008442,805648140.0,same_accn@2021-02-12,84.40409233738193,,,,,
2021-07-01,718877,"Activision Blizzard, Inc.",tech,core,58006915377.0,2020-06-30,0001628280-21-002828,774753965.0,same_accn@2021-02-16,74.87140175784708,,,,,
2021-07-01,731766,UNITEDHEALTH GROUP INC,healthcare,core,281771756077.0,2020-06-30,0000731766-21-000013,945319404.0,same_accn@2021-01-29,298.0704245408677,,,,,
2021-07-01,732712,VERIZON COMMUNICATIONS INC,utilities,extension,228143965409.0,2020-06-30,0000732712-21-000012,4138148588.0,same_accn@2021-01-29,55.131893057340356,,,,,
2021-07-01,732717,AT&T INC.,utilities,extension,215000000000.0,2020-06-30,0000732717-21-000012,7131763496.0,same_accn@2021-02-12,30.146821346583813,,,,,
2021-07-01,753308,NEXTERA ENERGY INC,utilities,extension,117405158883.0,2020-06-30,0000753308-21-000014,1959874682.0,same_accn@2021-01-31,59.904421421063084,,,,,
2021-07-01,764180,"ALTRIA GROUP, INC.",consumer,core,73000000000.0,2020-06-30,0000764180-21-000087,1858689654.0,same_accn@2021-02-15,39.274980544976984,,,,,
2021-07-01,769397,"Autodesk, Inc.",tech,core,51800000000.0,2020-07-31,0000769397-21-000014,219592294.0,same_accn@2021-03-12,235.8917021013497,,,,,
2021-07-01,773840,HONEYWELL INTERNATIONAL INC,industrials,extension,97000000000.0,2020-06-30,0000773840-21-000015,695501159.0,same_accn@2021-01-29,139.46777621401492,,,,,
2021-07-01,789019,MICROSOFT CORP,tech,core,1200000000000.0,2019-12-31,0001564590-20-034944,7567652935.0,same_accn@2020-07-27,158.56963979545924,,,,,
2021-07-01,797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,17000000000.0,2020-06-30,0000797468-21-000009,931554718.0,same_accn@2021-01-31,18.24906220914014,,,,,
2021-07-01,798354,FISERV INC,financials,core,65119434315.0,2020-06-30,0000798354-21-000004,669459877.0,same_accn@2021-02-19,97.27160140920589,,,,,
2021-07-01,804328,QUALCOMM INC/DE,tech,core,74900000000.0,2020-03-27,0001728949-20-000067,1131000000.0,same_accn@2020-11-02,66.22458001768346,,,,,
2021-07-01,821189,EOG RESOURCES INC,energy,core,29444000000.0,2020-06-30,0000821189-21-000017,583563479.0,same_accn@2021-02-12,50.45552208040078,,,,,
2021-07-01,823768,WASTE MANAGEMENT INC,utilities,extension,44700000000.0,2020-06-30,0001558370-21-001348,423152948.0,same_accn@2021-02-12,105.63556324319877,,,,,
2021-07-01,829224,STARBUCKS CORP,consumer,core,77400000000.0,2020-03-29,0000829224-20-000078,1173700000.0,same_accn@2020-11-06,65.945301184289,,,,,
2021-07-01,831001,CITIGROUP INC,financials,core,106200000000.0,2020-06-30,0000831001-21-000042,2087317952.0,same_accn@2021-01-31,50.87868855736263,,,,,
2021-07-01,858877,"CISCO SYSTEMS, INC.",tech,core,207100000000.0,2020-01-24,0000858877-20-000010,4233425297.0,same_accn@2020-08-28,48.9201971147951,,,,,
2021-07-01,872589,"REGENERON PHARMACEUTICALS, INC.",healthcare,core,63344000000.0,2020-06-30,0001804220-21-000008,,no_fact_within_400d,,,,,,
2021-07-01,875320,VERTEX PHARMACEUTICALS INC / MA,healthcare,core,74800000000.0,2020-06-30,0000875320-21-000006,259960062.0,same_accn@2021-01-31,287.73650623302285,,,,,
2021-07-01,882095,"GILEAD SCIENCES, INC.",healthcare,core,69900000000.0,2020-06-30,0000882095-21-000008,1256593156.0,same_accn@2021-02-18,55.6265961391246,,,,,
2021-07-01,886982,GOLDMAN SACHS GROUP INC,financials,core,67600000000.0,2020-06-30,0001193125-21-049380,345794361.0,same_accn@2021-02-05,195.49190971335707,,,,,
2021-07-01,895421,MORGAN STANLEY,financials,core,73070017178.0,2020-06-30,0000895421-21-000286,1813552280.0,same_accn@2021-01-29,40.291100501387255,,,,,
2021-07-01,895728,ENBRIDGE INC,energy,core,59200000000.0,2020-06-30,0001193125-21-073298,2025495603.0,same_accn@2021-02-05,29.227414718806475,,,,,
2021-07-01,896159,Chubb Ltd,financials,core,57000000000.0,2020-06-30,0000896159-21-000003,,no_concept,,,,,,
2021-07-01,936468,LOCKHEED MARTIN CORP,industrials,extension,99300000000.0,2020-06-26,0000936468-21-000013,280103431.0,same_accn@2021-01-22,354.5119017124785,,,,,
2021-07-01,1018724,AMAZON COM INC,consumer,core,1174367787295.0,2020-06-30,0001018724-21-000004,503564743.0,same_accn@2021-01-20,2332.108837284107,,,implied_price_out_of_band,3.6562455433459427,corroborated by balance sheet
2021-07-01,1032208,SEMPRA,utilities,extension,34300000000.0,2020-06-30,0001032208-21-000007,302591374.0,same_accn@2021-02-22,113.3541896670194,,,,,
2021-07-01,1034054,SBA COMMUNICATIONS CORP,materials_realestate,extension,33000000000.0,2020-06-30,0001034054-21-000003,109324399.0,same_accn@2021-02-18,301.85393472869674,,,,,
2021-07-01,1035002,VALERO ENERGY CORP/TX,energy,core,24000000000.0,2020-06-30,0001035002-21-000051,408562891.0,same_accn@2021-02-19,58.742486233288375,,,,,
2021-07-01,1035267,INTUITIVE SURGICAL INC,healthcare,core,66400000000.0,2020-06-30,0001035267-21-000028,117718298.0,same_accn@2021-01-15,564.0584439982305,,,,,
2021-07-01,1038357,PIONEER NATURAL RESOURCES CO,energy,core,15947085822.0,2020-06-30,0001038357-21-000016,216580280.0,same_accn@2021-02-22,73.6312919255622,,,,,
2021-07-01,1039684,ONEOK INC /NEW/,energy,core,14500000000.0,2020-06-30,0001039684-21-000015,444983595.0,same_accn@2021-02-16,32.58547093179918,,,,,
2021-07-01,1045609,"Prologis, Inc.",materials_realestate,extension,68586769164.0,2020-06-30,0001564590-21-005312,739500000.0,same_accn@2021-02-05,92.7474904178499,,,,,
2021-07-01,1045810,NVIDIA CORP,tech,core,241210000000.0,2020-07-24,0001045810-21-000010,620000000.0,same_accn@2021-02-19,389.0483870967742,,,,,
2021-07-01,1051470,CROWN CASTLE INC.,materials_realestate,extension,69400000000.0,2020-06-30,0001051470-21-000031,431311859.0,same_accn@2021-02-17,160.9044559101724,,,,,
2021-07-01,1053507,AMERICAN TOWER CORP /MA/,materials_realestate,extension,114300000000.0,2020-06-30,0001053507-21-000026,,no_concept,,,,,,
2021-07-01,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,energy,core,26960000000.0,2020-06-30,0001061219-21-000009,2181599142.0,same_accn@2021-01-31,12.357907317145434,,,,,
2021-07-01,1065280,NETFLIX INC,consumer,core,196932116552.0,2020-06-30,0001065280-21-000040,442895261.0,same_accn@2020-12-31,444.64715225751763,,,,,
2021-07-01,1067983,BERKSHIRE HATHAWAY INC,financials,core,336500000000.0,2020-06-30,0001564590-21-009611,,no_fact_within_400d,,,,,,
2021-07-01,1075531,Booking Holdings Inc.,industrials,extension,65000000000.0,2020-06-30,0001075531-21-000019,40961796.0,same_accn@2021-02-17,1586.8444830885833,,,implied_price_out_of_band,2.9715644143732285,corroborated by balance sheet
2021-07-01,1090727,UNITED PARCEL SERVICE INC,industrials,extension,78510244191.0,2020-06-30,0001090727-21-000013,,no_fact_within_400d,,,,,,
2021-07-01,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",consumer,core,75800000000.0,2020-06-30,0001091667-21-000022,,no_fact_within_400d,,,,,,
2021-07-01,1101239,EQUINIX INC,materials_realestate,extension,62200000000.0,2020-06-30,0001628280-21-002563,89287863.0,same_accn@2021-02-18,696.6232353438675,,,,,
2021-07-01,1103982,"Mondelez International, Inc.",consumer,core,72200000000.0,2020-06-30,0001103982-21-000004,,no_concept,,,,,,
2021-07-01,1108524,"Salesforce, Inc.",tech,core,139600000000.0,2020-07-31,0001108524-21-000014,921000000.0,same_accn@2021-03-15,151.5743756786102,,,,,
2021-07-01,1109357,EXELON CORP,utilities,extension,35402501369.0,2020-06-30,0001109357-21-000022,976337799.0,same_accn@2021-01-31,36.26050472004721,,,,,
2021-07-01,1123360,GLOBAL PAYMENTS INC,financials,core,50324272356.0,2020-06-30,0001123360-21-000009,295243402.0,same_accn@2021-02-16,170.4501168022715,,,,,
2021-07-01,1126975,"Magellan Midstream Partners, L.P.",energy,core,9686843947.0,2020-06-30,0001126975-21-000062,223282818.0,same_accn@2021-02-17,43.383741005096056,,,,,
2021-07-01,1136893,"Fidelity National Information Services, Inc.",financials,core,82928591927.0,2020-06-30,0001136893-21-000025,621128642.0,same_accn@2021-02-17,133.51274811603358,,,,,
2021-07-01,1141391,Mastercard Inc,financials,core,261300000000.0,2020-06-30,0001141391-21-000018,,no_fact_within_400d,,,,,,
2021-07-01,1156039,"Elevance Health, Inc.",healthcare,core,66230779383.0,2020-06-30,0001156039-21-000012,244905689.0,same_accn@2021-02-04,270.43381333211903,,,,,
2021-07-01,1156375,CME GROUP INC.,financials,core,57900000000.0,2020-06-30,0001156375-21-000020,,no_fact_within_400d,,,,,,
2021-07-01,1163165,CONOCOPHILLIPS,energy,core,45100000000.0,2020-06-30,0001562762-21-000027,1354734727.0,same_accn@2021-01-31,33.29065026617569,,,,,
2021-07-01,1164727,NEWMONT Corp /DE/,materials_realestate,extension,49521911826.0,2020-06-30,0001164727-21-000027,800314223.0,same_accn@2021-02-11,61.8780853854699,,,,,
2021-07-01,1166691,COMCAST CORP,consumer,core,176648000000.0,2020-06-30,0001166691-21-000008,,no_fact_within_400d,,,,,,
2021-07-01,1276187,Energy Transfer LP,energy,core,16460000000.0,2020-06-30,0001276187-21-000034,2702436307.0,same_accn@2021-02-12,6.090800348324361,,,,,
2021-07-01,1283699,"T-Mobile US, Inc.",utilities,extension,40700000000.0,2020-06-30,0001283699-21-000039,1242804085.0,same_accn@2021-02-17,32.74852447882001,,,,,
2021-07-01,1297996,"DIGITAL REALTY TRUST, INC.",materials_realestate,extension,38000000000.0,2020-06-30,0001558370-21-002191,281121062.0,same_accn@2021-02-22,135.17308069930385,,,,,
2021-07-01,1318605,"Tesla, Inc.",consumer,core,160570000000.0,2020-06-30,0001564590-21-022604,959853504.0,same_accn@2021-02-01,167.28594450179764,,,,,
2021-07-01,1326801,"Meta Platforms, Inc.",tech,core,563000000000.0,2020-06-30,0001326801-21-000014,,no_concept,,,,,,
2021-07-01,1341439,ORACLE CORP,tech,core,96373328000.0,2020-11-30,0001564590-21-033616,2792000000.0,same_accn@2021-06-15,34.5176676217765,,,,,
2021-07-01,1364742,"BlackRock Finance, Inc.",financials,core,81900000000.0,2020-06-30,0001564590-21-008796,152633854.0,same_accn@2021-01-31,536.5782089208074,,,,,
2021-07-01,1373715,"ServiceNow, Inc.",tech,core,57800000000.0,2020-06-30,0001373715-21-000061,196100000.0,same_accn@2021-01-31,294.7475777664457,,,,,
2021-07-01,1403161,VISA INC.,financials,core,272700000000.0,2020-03-31,0001403161-20-000070,,no_fact_within_400d,,,,,,
2021-07-01,1413329,Philip Morris International Inc.,consumer,core,109000000000.0,2020-06-30,0001413329-21-000007,1557451856.0,same_accn@2021-01-29,69.98611198162135,,,,,
2021-07-01,1506307,"KINDER MORGAN, INC.",energy,core,29459747400.0,2020-06-30,0001506307-21-000022,2264450220.0,same_accn@2021-02-04,13.009668810471798,,,,,
2021-07-01,1510295,Marathon Petroleum Corp,energy,core,24300000000.0,2020-06-30,0001510295-21-000027,651274842.0,same_accn@2021-02-12,37.31143663614754,,,,,
2021-07-01,1534701,Phillips 66,energy,core,31300000000.0,2020-06-30,0001534701-21-000074,436926058.0,same_accn@2021-01-29,71.63683517360734,,,,,
2021-07-01,1543151,"Uber Technologies, Inc",financials,core,52000000000.0,2020-06-30,0001543151-21-000014,1858167579.0,same_accn@2021-02-22,27.98455886738943,,,,,
2021-07-01,1551152,AbbVie Inc.,healthcare,core,171597270533.0,2020-06-30,0001551152-21-000008,1765881690.0,same_accn@2021-01-31,97.17370733539913,,,,,
2021-07-01,1552000,MPLX LP,energy,core,6800000000.0,2020-06-30,0001552000-21-000017,1037169607.0,same_accn@2021-02-15,6.5563047298203365,,,,,
2021-07-01,1555280,Zoetis Inc.,healthcare,core,65094000000.0,2020-06-30,0001555280-21-000098,475166373.0,same_accn@2021-02-11,136.99201732021555,,,,,
2021-07-01,1585521,"Zoom Communications, Inc.",tech,core,53700000000.0,2020-07-31,0001585521-21-000048,,no_concept,,,,,,
2021-07-01,1613103,Medtronic plc,healthcare,core,135300000000.0,2020-10-30,0001613103-21-000027,1343904180.0,same_accn@2021-06-23,100.67682057510976,,,,,
2021-07-01,1633917,"PayPal Holdings, Inc.",financials,core,204200000000.0,2020-06-30,0001633917-21-000018,,no_concept,,,,,,
2021-07-01,1652044,Alphabet Inc.,tech,core,849700000000.0,2020-06-30,0001652044-21-000010,,no_concept,,,,,,
2021-07-01,1666700,"DuPont de Nemours, Inc.",materials_realestate,extension,39000000000.0,2020-06-30,0001666700-21-000005,538089014.0,same_accn@2021-02-10,72.4787144604294,,,,,
2021-07-01,1707925,LINDE PLC,materials_realestate,extension,111000000000.0,2020-06-30,0001628280-21-003574,522836425.0,same_accn@2021-01-31,212.30349434816063,,,,,
2021-07-01,1730168,Broadcom Inc.,tech,core,101800000000.0,2020-05-01,0001730168-20-000226,406713118.0,same_accn@2020-11-27,250.29927851995174,,,,,
2021-07-01,1739940,Cigna Group,healthcare,core,68900000000.0,2020-06-30,0001739940-21-000007,351845606.0,same_accn@2021-01-31,195.8245287849353,,,,,
2021-07-01,1744489,Walt Disney Co,consumer,core,174000000000.0,2020-03-28,0001744489-20-000197,1810485037.0,same_accn@2020-11-18,96.10684233453844,,,,,
2021-07-01,1751788,DOW INC.,materials_realestate,extension,29600000000.0,2020-06-30,0001751788-21-000010,743914560.0,same_accn@2021-01-31,39.78951561319085,,,,,
2022-07-01,1800,ABBOTT LABORATORIES,healthcare,core,200631182471.0,2021-06-30,0001104659-22-025141,,no_concept,,,,,,
2022-07-01,2488,ADVANCED MICRO DEVICES INC,tech,core,103400000000.0,2021-06-26,0000002488-22-000016,1199303422.0,same_accn@2022-01-28,86.21671388843914,,,,,
2022-07-01,2969,"Air Products & Chemicals, Inc.",materials_realestate,extension,62100000000.0,2021-03-31,0000002969-21-000055,221460382.0,same_accn@2021-10-31,280.4113288308154,,,,,
2022-07-01,4447,HESS CORP,energy,core,24239000000.0,2021-06-30,0001628280-22-004524,309745523.0,same_accn@2022-01-31,78.25456124510313,,,,,
2022-07-01,4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,42651294349.0,2021-12-31,0000004904-22-000024,504212015.0,same_accn@2021-12-31,84.5900000002975,,,,,
2022-07-01,6951,APPLIED MATERIALS INC /DE,tech,core,120888771285.0,2021-05-02,0000006951-21-000043,888513248.0,same_accn@2021-12-10,136.05736499384193,,,,,
2022-07-01,10795,BECTON DICKINSON & CO,healthcare,core,70616222365.0,2021-03-31,0000010795-21-000091,284023582.0,same_accn@2021-10-31,248.62802541867808,,,,,
2022-07-01,12927,BOEING CO,industrials,extension,140400000000.0,2021-06-30,0000012927-22-000010,582999765.0,same_accn@2022-01-24,240.82342468868748,,,,,
2022-07-01,14272,BRISTOL MYERS SQUIBB CO,healthcare,core,148383155646.0,2021-06-30,0000014272-22-000051,2179712820.0,same_accn@2022-02-01,68.07463546780443,,,,,
2022-07-01,18230,CATERPILLAR INC,industrials,extension,118100000000.0,2021-06-30,0000018230-22-000050,535888051.0,same_accn@2021-12-31,220.3818498651316,,,,,
2022-07-01,19617,JPMORGAN CHASE & CO,financials,core,461141177226.0,2021-06-30,0000019617-22-000272,2952808970.0,same_accn@2022-01-31,156.1703387896441,,,,,
2022-07-01,21344,COCA COLA CO,consumer,core,232023179143.0,2021-07-02,0000021344-22-000009,,no_concept,,,,,,
2022-07-01,27419,TARGET CORP,consumer,core,127440308386.0,2021-07-30,0000027419-22-000007,462418075.0,same_accn@2022-03-03,275.595430360286,,,,,
2022-07-01,34088,EXXON MOBIL CORP,energy,core,267000000000.0,2021-06-30,0000034088-22-000011,4233592429.0,same_accn@2022-01-31,63.0670062075548,,,,,
2022-07-01,36104,US BANCORP \DE\,financials,core,84500000000.0,2021-06-30,0001193125-22-048709,1483901767.0,same_accn@2022-01-31,56.94447023325096,,,,,
2022-07-01,45012,HALLIBURTON CO,energy,core,18200000000.0,2021-06-30,0000045012-22-000013,898571517.0,same_accn@2022-01-28,20.254370025841805,,,,,
2022-07-01,50863,INTEL CORP,tech,core,226800000000.0,2021-06-25,0000050863-22-000007,4072000000.0,same_accn@2022-01-21,55.69744597249509,,,,,
2022-07-01,51143,INTERNATIONAL BUSINESS MACHINES CORP,tech,core,131400000000.0,2021-06-30,0001558370-22-001584,899309986.0,same_accn@2022-02-11,146.1120214893288,,,,,
2022-07-01,55785,KIMBERLY CLARK CORP,materials_realestate,extension,45100000000.0,2021-06-30,0000055785-22-000010,336993302.0,same_accn@2022-01-31,133.8305531069576,,,,,
2022-07-01,59478,ELI LILLY & Co,healthcare,core,193649000000.0,2021-06-30,0000059478-22-000068,952347126.0,same_accn@2022-02-18,203.33867212195483,,,,,
2022-07-01,60667,LOWES COMPANIES INC,consumer,core,134800000000.0,2021-07-30,0000060667-22-000038,661561297.0,same_accn@2022-03-17,203.76040831179398,,,,,
2022-07-01,63908,MCDONALDS CORP,consumer,core,172462195915.0,2021-06-30,0000063908-22-000011,743584718.0,same_accn@2022-01-31,231.93348617877325,,,,,
2022-07-01,64040,S&P Global Inc.,industrials,extension,98900000000.0,2021-06-30,0000064040-22-000055,,no_concept,,,,,,
2022-07-01,64803,CVS HEALTH Corp,consumer,core,109651334285.0,2021-06-30,0000064803-22-000008,1312510426.0,same_accn@2022-02-02,83.54321010551729,,,,,
2022-07-01,66740,3M CO,healthcare,core,114900000000.0,2021-06-30,0000066740-22-000010,571100000.0,same_accn@2022-01-31,201.19068464367012,,,,,
2022-07-01,70858,BANK OF AMERICA CORP /DE/,financials,core,349925254902.0,2021-06-30,0000070858-22-000062,8069801301.0,same_accn@2022-02-18,43.36231362457929,,,,,
2022-07-01,72903,XCEL ENERGY INC,utilities,extension,35463594471.0,2021-06-30,0000072903-22-000010,544213730.0,same_accn@2022-02-17,65.16482866207731,,,,,
2022-07-01,72971,WELLS FARGO & COMPANY/MN,financials,core,185700000000.0,2021-06-30,0000072971-22-000096,3814556833.0,same_accn@2022-02-11,48.68193295574894,,,,,
2022-07-01,77476,PEPSICO INC,consumer,core,203900000000.0,2021-06-11,0000077476-22-000010,1383451400.0,same_accn@2022-02-03,147.38501113953117,,,,,
2022-07-01,78003,PFIZER INC,healthcare,core,223000000000.0,2021-07-04,0000078003-22-000027,5623346471.0,same_accn@2022-02-22,39.65610178032368,,,,,
2022-07-01,80424,PROCTER & GAMBLE Co,consumer,core,341000000000.0,2020-12-31,0000080424-21-000100,2427424874.0,same_accn@2021-07-31,140.4780859141843,,,,,
2022-07-01,87347,SLB LIMITED/NV,energy,core,44720000000.0,2021-06-30,0001564590-22-002421,1403381685.0,same_accn@2021-12-31,31.86588543800185,,,,,
2022-07-01,92122,SOUTHERN CO,utilities,extension,64100000000.0,2021-06-30,0000092122-22-000003,1060226587.0,same_accn@2022-01-31,60.458774365747914,,,,,
2022-07-01,92230,TRUIST FINANCIAL CORP,financials,core,73900000000.0,2021-06-30,0000092230-22-000008,1328120453.0,same_accn@2022-01-31,55.64254344029743,,,,,
2022-07-01,93410,CHEVRON CORP,energy,core,202500000000.0,2021-06-30,0000093410-22-000019,1947553346.0,same_accn@2022-02-10,103.97661271559336,,,,,
2022-07-01,97476,TEXAS INSTRUMENTS INC,tech,core,177340424753.0,2021-06-30,0000097476-22-000009,923547062.0,same_accn@2022-01-25,192.02099389386612,,,,,
2022-07-01,97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,201672052000.0,2021-07-02,0000097745-22-000011,391191770.0,same_accn@2022-02-05,515.5324510022284,,,,,
2022-07-01,100885,UNION PACIFIC CORP,industrials,extension,142000000000.0,2021-06-30,0001437749-22-002494,636898957.0,same_accn@2022-01-28,222.95530309684585,,,,,
2022-07-01,101829,RTX Corp,industrials,extension,128558489983.0,2021-06-30,0000101829-22-000005,1492330987.0,same_accn@2022-01-31,86.14609701393275,,,,,
2022-07-01,104169,Walmart Inc.,consumer,core,206032159403.0,2021-07-30,0000104169-22-000012,2751779629.0,same_accn@2022-03-16,74.87233251954567,,,,,
2022-07-01,107263,"WILLIAMS COMPANIES, INC.",energy,core,31296220520.0,2021-06-30,0000107263-22-000007,1215592791.0,same_accn@2022-02-18,25.745645048005226,,,,,
2022-07-01,200406,JOHNSON & JOHNSON,healthcare,core,445000000000.0,2021-07-04,0000200406-22-000022,2629268158.0,same_accn@2022-02-10,169.24861720399687,,,,,
2022-07-01,310158,"Merck & Co., Inc.",healthcare,core,196870000000.0,2021-06-30,0000310158-22-000003,2527733606.0,same_accn@2022-01-31,77.88399835041794,,,,,
2022-07-01,310764,STRYKER CORP,healthcare,core,91942474363.0,2021-06-30,0000310764-22-000028,377544686.0,same_accn@2022-01-31,243.52739628548235,,,,,
2022-07-01,313616,DANAHER CORP /DE/,industrials,extension,173700000000.0,2021-07-02,0000313616-22-000061,715352586.0,same_accn@2022-02-04,242.81732309275526,,,,,
2022-07-01,315189,DEERE & CO,industrials,extension,115521151966.0,2021-04-30,0001558370-21-016864,307407282.0,same_accn@2021-11-30,375.7918524714714,,,,,
2022-07-01,316709,SCHWAB CHARLES CORP,financials,core,122900000000.0,2021-06-30,0000316709-22-000009,1288641882.0,nearest@2020-07-31(334d),95.37172562578561,,,,,
2022-07-01,318154,AMGEN INC,healthcare,core,137531019585.0,2021-06-30,0000318154-22-000010,557029370.0,same_accn@2022-02-11,246.9008404081099,,,,,
2022-07-01,320187,"NIKE, Inc.",consumer,core,180448113046.0,2020-11-30,0000320187-21-000028,,no_fact_within_400d,,,,,,
2022-07-01,320193,Apple Inc.,tech,core,2021360000000.0,2021-03-26,0000320193-21-000105,16406397000.0,same_accn@2021-10-15,123.20560083972124,,,,,
2022-07-01,354950,"HOME DEPOT, INC.",consumer,core,346500000000.0,2021-07-30,0000354950-22-000070,1033349933.0,same_accn@2022-03-04,335.317194044856,,,,,
2022-07-01,713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,80800000000.0,2021-06-30,0000713676-22-000019,418454799.0,same_accn@2022-02-04,193.0913450941209,,,,,
2022-07-01,715957,"DOMINION ENERGY, INC",utilities,extension,59300000000.0,2021-06-30,0001564590-22-006589,810463489.0,same_accn@2022-02-11,73.16800917604321,,,,,
2022-07-01,731766,UNITEDHEALTH GROUP INC,healthcare,core,376162785060.0,2021-06-30,0000731766-22-000008,940899146.0,same_accn@2022-01-31,399.7907604222653,,,,,
2022-07-01,732712,VERIZON COMMUNICATIONS INC,utilities,extension,232001885386.0,2021-06-30,0000732712-22-000008,4197823662.0,same_accn@2022-01-31,55.26718225116336,,,,,
2022-07-01,732717,AT&T INC.,utilities,extension,205000000000.0,2021-06-30,0000732717-22-000015,7142892741.0,same_accn@2022-02-11,28.69985696737484,,,,,
2022-07-01,753308,NEXTERA ENERGY INC,utilities,extension,143450834024.0,2021-06-30,0000753308-22-000014,1962744998.0,same_accn@2022-01-31,73.0868422388918,,,,,
2022-07-01,764180,"ALTRIA GROUP, INC.",consumer,core,88000000000.0,2021-06-30,0000764180-22-000071,1817257322.0,same_accn@2022-02-15,48.42462260828904,,,,,
2022-07-01,773840,HONEYWELL INTERNATIONAL INC,industrials,extension,152800000000.0,2021-06-30,0000773840-22-000018,685818771.0,same_accn@2022-01-28,222.7993844163825,,,,,
2022-07-01,789019,MICROSOFT CORP,tech,core,1700000000000.0,2020-12-31,0001564590-21-039151,7514891248.0,same_accn@2021-07-26,226.21751185719887,,,,,
2022-07-01,797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,29200000000.0,2021-06-30,0000797468-22-000008,934063989.0,same_accn@2022-01-31,31.261241567894338,,,,,
2022-07-01,798354,FISERV INC,financials,core,70526209592.0,2021-06-30,0000798354-22-000004,652196905.0,same_accn@2022-02-18,108.13637576522999,,,,,
2022-07-01,804328,QUALCOMM INC/DE,tech,core,149900000000.0,2021-03-26,0001728949-21-000076,1120000000.0,same_accn@2021-11-01,133.83928571428572,,,,,
2022-07-01,821189,EOG RESOURCES INC,energy,core,48608000000.0,2021-06-30,0000821189-22-000017,585419164.0,same_accn@2022-02-11,83.0311048717223,,,,,
2022-07-01,823768,WASTE MANAGEMENT INC,utilities,extension,58900000000.0,2021-06-30,0001558370-22-004593,414586718.0,same_accn@2022-02-09,142.0691919030556,,,,,
