cik,company_name,sector,stratum,accession_number,form,filing_date,section_type,extraction_status,reason_code,extraction_method,extraction_confidence,word_count,prose_word_share,source_document,note,year,era
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-25-000171,10-Q,2025-10-29,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20250930.htm,,2025,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-26-000034,10-Q,2026-05-05,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20260331.htm,,2026,2019plus
4904,AMERICAN ELECTRIC POWER CO INC,utilities,extension,0000004904-26-000059,10-Q,2026-07-30,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,aep-20260630.htm,,2026,2019plus
5272,"AMERICAN INTERNATIONAL GROUP, INC.",financials,core,0000005272-15-000009,10-Q,2015-08-03,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,maindocument001.htm,,2015,pre2019
5272,"AMERICAN INTERNATIONAL GROUP, INC.",financials,core,0000005272-15-000018,10-Q,2015-11-02,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,maindocument001.htm,,2015,pre2019
5272,"AMERICAN INTERNATIONAL GROUP, INC.",financials,core,0000005272-16-000041,10-Q,2016-05-02,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,maindocument001.htm,,2016,pre2019
5272,"AMERICAN INTERNATIONAL GROUP, INC.",financials,core,0000005272-16-000046,10-Q,2016-08-02,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,maindocument001.htm,,2016,pre2019
5272,"AMERICAN INTERNATIONAL GROUP, INC.",financials,core,0000005272-16-000052,10-Q,2016-11-03,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,maindocument001.htm,,2016,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-15-000026,10-Q,2015-11-05,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q1fy1610q.htm,,2015,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-16-000030,10-Q,2016-02-03,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q2fy1610q.htm,,2016,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-16-000034,10-Q,2016-05-05,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q3fy1610q.htm,,2016,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-16-000059,10-Q,2016-11-03,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q1fy1710-q.htm,,2016,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-17-000003,10-Q,2017-02-01,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q2fy1710-q.htm,,2017,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-17-000005,10-Q,2017-05-04,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q3fy1710-q.htm,,2017,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-17-000012,10-Q,2017-11-02,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q1fy1810q.htm,,2017,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-18-000003,10-Q,2018-02-01,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q2fy1810q.htm,,2018,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-18-000007,10-Q,2018-05-04,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q3fy1810q.htm,,2018,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-18-000017,10-Q,2018-11-01,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q1fy1910q.htm,,2018,pre2019
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-19-000005,10-Q,2019-01-31,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q2fy1910q.htm,,2019,2019plus
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-19-000013,10-Q,2019-05-03,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q3fy1910q.htm,,2019,2019plus
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-19-000027,10-Q,2019-11-04,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q1fy2010q.htm,,2019,2019plus
8670,AUTOMATIC DATA PROCESSING INC,tech,core,0000008670-20-000007,10-Q,2020-01-31,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,q2fy2010q.htm,,2020,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-16-000003,10-Q,2016-10-27,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-9302016x10q.htm,,2016,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-17-000006,10-Q,2017-04-28,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-3312017x10q.htm,,2017,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-17-000012,10-Q,2017-07-21,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-6302017x10q.htm,,2017,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-17-000014,10-Q,2017-10-27,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-9302017x10q.htm,,2017,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-18-000008,10-Q,2018-04-27,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-3312018x10q.htm,,2018,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-18-000015,10-Q,2018-07-27,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-6302018x10q.htm,,2018,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-18-000018,10-Q,2018-10-26,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-9302018x10q.htm,,2018,pre2019
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-19-000007,10-Q,2019-04-26,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-3312019x10q.htm,,2019,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-19-000020,10-Q,2019-07-26,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-6302019x10q.htm,,2019,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-19-000022,10-Q,2019-11-01,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-9302019x10q.htm,,2019,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-20-000007,10-Q,2020-05-01,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-3312020x10q.htm,,2020,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-20-000023,10-Q,2020-07-31,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20200630.htm,,2020,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-20-000026,10-Q,2020-10-30,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20200930.htm,,2020,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-21-000010,10-Q,2021-04-30,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20210331.htm,,2021,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-21-000025,10-Q,2021-07-30,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20210630.htm,,2021,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-21-000027,10-Q,2021-10-29,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20210930.htm,,2021,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-22-000010,10-Q,2022-04-29,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20220331.htm,,2022,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-22-000025,10-Q,2022-07-29,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20220630.htm,,2022,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-22-000027,10-Q,2022-10-28,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20220930.htm,,2022,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-23-000016,10-Q,2023-04-28,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20230331.htm,,2023,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-23-000031,10-Q,2023-07-28,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20230630.htm,,2023,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-23-000037,10-Q,2023-10-27,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20230930.htm,,2023,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-24-000015,10-Q,2024-04-26,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20240331.htm,,2024,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-24-000031,10-Q,2024-07-26,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20240630.htm,,2024,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-24-000044,10-Q,2024-10-25,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20240930.htm,,2024,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-25-000020,10-Q,2025-04-25,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20250331.htm,,2025,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-25-000041,10-Q,2025-08-01,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20250630.htm,,2025,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-25-000053,10-Q,2025-10-31,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20250930.htm,,2025,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-26-000023,10-Q,2026-05-01,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20260331.htm,,2026,2019plus
21665,COLGATE PALMOLIVE CO,consumer,core,0000021665-26-000042,10-Q,2026-07-31,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,cl-20260630.htm,,2026,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-15-000036,10-Q,2015-08-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302015x10q.htm,,2015,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-15-000036,10-Q,2015-08-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302015x10q.htm,,2015,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-16-000062,10-Q,2016-02-03,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312015x10q.htm,,2016,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-16-000062,10-Q,2016-02-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312015x10q.htm,,2016,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-16-000085,10-Q,2016-05-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312016x10q.htm,,2016,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-16-000085,10-Q,2016-05-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312016x10q.htm,,2016,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-16-000097,10-Q,2016-08-03,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302016x10q.htm,,2016,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-16-000097,10-Q,2016-08-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302016x10q.htm,,2016,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-17-000007,10-Q,2017-02-08,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312016x10q.htm,,2017,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-17-000007,10-Q,2017-02-08,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312016x10q.htm,,2017,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-17-000022,10-Q,2017-05-04,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312017x10q.htm,,2017,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-17-000022,10-Q,2017-05-04,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312017x10q.htm,,2017,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-17-000036,10-Q,2017-08-02,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302017x10q.htm,,2017,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-17-000036,10-Q,2017-08-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302017x10q.htm,,2017,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-18-000011,10-Q,2018-02-07,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312017x10q.htm,,2018,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-18-000011,10-Q,2018-02-07,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312017x10q.htm,,2018,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-18-000029,10-Q,2018-05-02,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312018x10q.htm,,2018,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-18-000029,10-Q,2018-05-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312018x10q.htm,,2018,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-18-000038,10-Q,2018-08-08,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302018x10q.htm,,2018,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-18-000038,10-Q,2018-08-08,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302018x10q.htm,,2018,pre2019
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-19-000007,10-Q,2019-02-06,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312018x10q.htm,,2019,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-19-000007,10-Q,2019-02-06,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312018x10q.htm,,2019,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-19-000018,10-Q,2019-05-09,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312019x10q.htm,,2019,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-19-000018,10-Q,2019-05-09,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-3312019x10q.htm,,2019,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-19-000027,10-Q,2019-08-07,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302019x10q.htm,,2019,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-19-000027,10-Q,2019-08-07,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-6302019x10q.htm,,2019,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-20-000007,10-Q,2020-02-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312019x10q.htm,,2020,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-20-000007,10-Q,2020-02-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-12312019x10q.htm,,2020,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-20-000021,10-Q,2020-04-24,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20200331.htm,,2020,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-20-000033,10-Q,2020-08-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20200630.htm,,2020,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-21-000004,10-Q,2021-02-03,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20201231.htm,,2021,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-21-000004,10-Q,2021-02-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20201231.htm,,2021,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-21-000021,10-Q,2021-05-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20210331.htm,,2021,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-21-000021,10-Q,2021-05-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20210331.htm,,2021,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-21-000029,10-Q,2021-08-04,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20210630.htm,,2021,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-21-000029,10-Q,2021-08-04,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20210630.htm,,2021,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-22-000009,10-Q,2022-02-02,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20211231.htm,,2022,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-22-000009,10-Q,2022-02-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20211231.htm,,2022,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-22-000030,10-Q,2022-05-04,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20220331.htm,,2022,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-22-000030,10-Q,2022-05-04,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20220331.htm,,2022,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-22-000035,10-Q,2022-08-09,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20220630.htm,,2022,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-22-000035,10-Q,2022-08-09,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20220630.htm,,2022,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-23-000010,10-Q,2023-02-08,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20221231.htm,,2023,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-23-000010,10-Q,2023-02-08,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20221231.htm,,2023,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-23-000030,10-Q,2023-05-03,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20230331.htm,,2023,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-23-000030,10-Q,2023-05-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20230331.htm,,2023,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-23-000037,10-Q,2023-08-02,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20230630.htm,,2023,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-23-000037,10-Q,2023-08-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20230630.htm,,2023,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-24-000008,10-Q,2024-02-07,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20231231.htm,,2024,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-24-000008,10-Q,2024-02-07,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20231231.htm,,2024,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-24-000024,10-Q,2024-05-08,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20240331.htm,,2024,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-24-000024,10-Q,2024-05-08,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20240331.htm,,2024,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-24-000036,10-Q,2024-08-07,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20240630.htm,,2024,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-24-000036,10-Q,2024-08-07,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20240630.htm,,2024,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-25-000012,10-Q,2025-02-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20241231.htm,,2025,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-25-000064,10-Q,2025-05-07,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20250331.htm,,2025,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-25-000076,10-Q,2025-08-06,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20250630.htm,,2025,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-26-000007,10-Q,2026-02-03,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20251231.htm,,2026,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-26-000007,10-Q,2026-02-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20251231.htm,,2026,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-26-000035,10-Q,2026-05-05,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20260331.htm,,2026,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-26-000035,10-Q,2026-05-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20260331.htm,,2026,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-26-000043,10-Q,2026-08-04,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20260630.htm,,2026,2019plus
32604,EMERSON ELECTRIC CO,industrials,extension,0000032604-26-000043,10-Q,2026-08-04,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,emr-20260630.htm,,2026,2019plus
34088,EXXON MOBIL CORP,energy,core,0000034088-15-000035,10-Q,2015-08-05,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q2q2015.htm,,2015,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-15-000044,10-Q,2015-11-04,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q3q2015.htm,,2015,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-16-000071,10-Q,2016-05-04,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q1q2016.htm,,2016,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-16-000082,10-Q,2016-08-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q2q2016.htm,,2016,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-16-000097,10-Q,2016-11-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q3q2016.htm,,2016,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-17-000027,10-Q,2017-05-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q1q2017.htm,,2017,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-17-000041,10-Q,2017-08-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q2q2017.htm,,2017,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-17-000052,10-Q,2017-11-01,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q3q2017.htm,,2017,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-18-000024,10-Q,2018-05-03,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q1q2018.htm,,2018,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-18-000039,10-Q,2018-08-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q2q2018.htm,,2018,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-18-000048,10-Q,2018-11-07,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q3q2018.htm,,2018,pre2019
34088,EXXON MOBIL CORP,energy,core,0000034088-19-000017,10-Q,2019-05-02,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q1q2019.htm,,2019,2019plus
34088,EXXON MOBIL CORP,energy,core,0000034088-19-000042,10-Q,2019-08-07,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q2q2019.htm,,2019,2019plus
34088,EXXON MOBIL CORP,energy,core,0000034088-19-000062,10-Q,2019-11-06,RISK_FACTORS,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,xom10q3q2019.htm,,2019,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-24-000037,10-Q,2024-05-01,MDA,FAIL,no_toc_and_no_heading_match,none,low,0,0.0,usb-20240331.htm,,2024,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-24-000052,10-Q,2024-08-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20240630.htm,,2024,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-24-000072,10-Q,2024-11-05,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20240930.htm,,2024,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-25-000028,10-Q,2025-05-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20250331.htm,,2025,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-25-000055,10-Q,2025-08-07,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20250630.htm,,2025,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-25-000064,10-Q,2025-11-05,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20250930.htm,,2025,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-26-000024,10-Q,2026-05-04,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20260331.htm,,2026,2019plus
36104,US BANCORP \DE\,financials,core,0000036104-26-000044,10-Q,2026-08-06,MDA,FAIL,item_absent_from_toc,none,low,0,0.0,usb-20260630.htm,,2026,2019plus
